stid,dsid,lat,long,name,area,source,edited,notes
2392,2476,69.283333,-133.583333,Sleet Lake,NA,NA,NA,NA
2493,2577,63.033333,-100.75,Slow River,NA,NA,NA,NA
2496,2580,57.45,-120.666667,Snowshoe Lake,8,data/by_hand/all_lakes_andria/andrea_areas.csv,3,"Confrimed area with publication, Not enough info to confirm site of lake"
2506,2590,55.511389,-119.583333,Spring Lake,NA,NA,NA,NA
2515,3778,48.5,-72,Lac Saint-Jean,100300,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Not sure why this didn't work
2515,2602,48.5,-72,Lac Saint-Jean,100300,data/by_hand/all_lakes_andria/all_lakes_andria.shp,2,Not sure why this didn't work
2516,2603,53.95,-58.916667,Saint John Island Pond,220105.74260846895,Geographic matching,2,NA
2521,2610,47.616667,-52.666667,Sugarloaf Pond,NA,NA,NA,NA
2522,2611,60.95,-137.957778,Sulphur Lake,144.8072336454527,Geographic matching,2,NA
2526,2615,49.319689999999994,-122.56212500000001,Surprise Lake,0.4,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed Site from publication and Google Earth, Changed Area"
2532,2622,67.65,-132.016667,Sweet Little Lake,NA,NA,NA,NA
2549,2639,46.58,-70.62,Petit Lac Terrien,26,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with Google Earth, changed area"
2555,2646,63.066667,-110.791667,Thompson Landing,NA,NA,NA,NA
2556,2647,50.815305,-114.59946,Toboggan Lake,0.5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Nudged the lake,"
2560,2651,44.85,-77.175,Tonawa Lake,7.4,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area"
2561,2652,52.733333,-118.366667,Tonquin Creek,NA,NA,NA,NA
2562,2654,45.545833,-73.316944,Lac à la Tortue,NA,NA,NA,NA
2569,2661,69.05,-133.45,Tuktoyaktuk 5,1.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with publication, changed area"
2576,2669,55.016667,-67.5,Tunturi Lake,NA,NA,NA,NA
2577,2671,49.157778,-65.762778,Lac Turcotte,25.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
2784,2879,50.787099999999995,-116.36186000000001,Twin Lakes (CA:British Columbia),NA,NA,NA,NA
2787,2882,66.05,-135.655556,Tyrrell Lake,72.17778775824276,Geographic matching,2,NA
2793,2890,47.308333,-84.258333,Upper Mallot Lake,73.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
2806,2903,44,-79.38,Van Nostrand Lake,NA,NA,NA,NA
2815,2912,60.782778,-69.832778,Baie du Diana,NA,NA,NA,NA
2825,2922,48.529167,-124.002222,Walker Lake,0.4,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed site and area with publication
2828,2925,52.783333,-117.083333,Watchtower Basin,NA,NA,NA,NA
2829,2926,44.78,-79.68,Waubashene Nippissing Transgression Site,NA,NA,NA,NA
2852,2949,45.033333,-77.433333,Weslemkoon Lake,1858.7677699212718,Geographic matching,2,NA
2852,3839,45.033333,-77.433333,Weslemkoon Lake,1858.7677699212718,Geographic matching,2,NA
2854,2951,51.516667,-57.3,Whitney's Gulch,72,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,Confirmed site and area with pub (Lamb 1980)
2856,2953,48.672222,-124.844444,Whyac Lake,5.5,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with publication (Brown and Hebda 202), changed area"
2858,2955,52.241667,-117.216667,Wilcox Pass,NA,NA,NA,NA
2865,2962,59.25,-114.15,Wild Spear Lake,NA,NA,NA,NA
2939,3037,47.861667,-59.366667,Woody Cove Section,NA,NA,NA,NA
2943,3041,43.9,-80.4,Wylde Bog,1425,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed site with Google Earth, changed area"
2944,3042,43.91,-80.4,Wylde Lake,6.717250841960784,Geographic matching,2,NA
2947,3046,48.503889,-79.637778,Lac Yelle,6.6,data/by_hand/Simon_Lakes_2/Simon_Lakes_2.shp,1,"Confirmed site with Google Earth, changed area"
2949,3048,56.766667,-119.483333,Yesterday Lake,57.75152564360583,Geographic matching,2,NA
2952,3051,45.55,-78.64,Found Lake,NA,NA,NA,NA
2959,3058,45.255556,-67.330556,Basswood Road Lake/Splan Pond,4,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Just off from site, checked against published lake area"
2959,3775,45.255556,-67.330556,Basswood Road Lake/Splan Pond,4,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Just off from site, checked against published lake area"
6519,10981,45.3855,-63.55975,Little Dyke Lake,5,Neotoma,2,NA
9753,14426,50.165490000000005,-110.363545,Chappice Lake,200.4879579449757,Geographic matching,2,NA
9754,14427,51,-113.323611111111,Eagle Lake,824.3676476141978,Geographic matching,2,NA
9755,14428,52.60273,-111.556055,Bellshill Lake,294.7116576240498,Geographic matching,2,NA
9756,14429,52.11802,-110.73929000000001,Gooseberry Lake,385.187271084077,Geographic matching,2,NA
9757,14430,51.68784,-113.55489,Keiver's Lake,109.14712060416753,Geographic matching,2,NA
9758,14431,51.377375,-112.233625,Little Fish Lake,883.1346914279809,Geographic matching,2,NA
9759,14432,50.87114,-114.161275,Lloyd Lake [Red Deer Lake],212.5195869075447,Geographic matching,2,NA
9760,14433,52.723194444444445,-113.0616666666665,Red Deer Lake,2178.439570082591,Geographic matching,2,NA
9761,14434,50.206685,-111.64238,Twelve Mile Coulee,NA,NA,NA,NA
9798,14498,50.780545000000004,-115.92976999999999,Dog Lake,15.1,Neotoma,2,NA
9862,14614,42.342715,-81.84467000000001,Bates Marsh,NA,NA,NA,NA
9943,14794,51.106595,-127.534035,Two Frog Lake,5.29088568687749,Geographic matching,2,NA
9990,14925,62.91475444444445,-69.87914,Upper Soper Lake,532767.0304846846,Geographic matching,2,NA
9992,14930,62.8454677777778,-67.3415277777778,Ogac Lake,138.22694672442876,Geographic matching,2,NA
9999,14948,66.62245999999999,-61.649249999999995,Dye Lower Water Lake (Dyer Lake),3.14,Neotoma,2,NA
10017,14991,49.032650000000004,-97.22993,Lake Louise,26.76777070370329,Geographic matching,2,NA
10074,15138,49.450244999999995,-99.28914499999999,Jones Lake,50.90667180771167,Geographic matching,2,NA
10075,15140,51.287795,-101.32475,Mallard Pond,7.887285387171204,Geographic matching,2,NA
10108,15203,43.4665277777778,-79.9491666666667,Crawford Bog,0.6,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Minor nudge
10114,15214,51.668615,-121.454395,Big Lake,112.99835576084547,Geographic matching,2,NA
10123,15232,51.040645,-118.15376499999999,Eagle Lake,0.3,Neotoma,2,NA
10143,15272,49.46834,-109.67135999999999,Gaff Lake,2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Moved it slightly to the east.  No map or figure.
10145,15276,50.166624999999996,-127.752025,Cassiope Pond,NA,NA,NA,NA
10150,15282,63.3901388888889,-64.68069444444444,Winton Bay Lake,328376.72361071367,Geographic matching,2,NA
10151,15284,51.194379999999995,-127.38188,Tiny Lake,22.588804285044585,Geographic matching,2,NA
10152,15286,49.76341,-95.19172499999999,West Hawk Lake,1449.3226610735671,Geographic matching,2,NA
10153,15288,50.183195,-127.69799499999999,Pyrola Lake,1,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Right on lake.
10159,15300,43.686,-79.366,Don Brickyard Interglacial Section,NA,NA,NA,NA
10170,15320,67.193,-63.138,Brother-of-Fog Lake,22.61008886404559,Geographic matching,2,NA
10171,15323,56.24278,-130.055465,Berendon Fen,6,Neotoma,2,NA
10174,15328,49.290105,-119.58234,Mahoney Lake,18,Neotoma,2,NA
10176,15333,60.850205,-135.76908500000002,Two Horsemen Pond,1.5,Neotoma,2,NA
10183,15342,57.59498,-130.095975,Skinny Lake,NA,NA,NA,NA
10192,15359,56.239975,-130.068815,Spillway Pond,0.5,Neotoma,2,NA
10196,15369,50.78748,-116.388495,Dunbar Lake [Big Fish Lake],19.174763330608247,Geographic matching,2,NA
10206,15392,67.18237500000001,-63.24945,Fog Lake,7.46878472027999,Geographic matching,2,NA
10209,15399,61.564,-137.2285,Long Last Lake,1,Neotoma,2,NA
10215,15415,43.2765,-79.9075,Cootes Paradise Marsh,218.33817713937364,Geographic matching,2,NA
10216,15417,57.484395,-130.829355,Rasberry Bog,NA,NA,NA,NA
10217,15418,49.034,-119.64850000000001,Richter Marsh,30,Neotoma,2,NA
10218,15420,58.89215,-129.833915,Pyramid Lake,11.317777885722586,Geographic matching,2,NA
10220,15426,49.322,-119.725,Twin Lake,30,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Moved a bit to get around the lake.
10225,15752,44.979797,-63.48817,Lantz Site,NA,NA,NA,NA
10227,15462,50.715050000000005,-57.374385000000004,Bass Pond,6.660490602699717,Geographic matching,2,NA
10274,15564,50.645250000000004,-114.5435,Chalmer's Bog (PL-78-37),5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,"Air photo impossible to discern, but Lake Files show new location."
10286,15597,51.435,-83.6175,Albany River Bog,2800,Neotoma,2,NA
10300,15630,51.6175,-82.293,Belec Lake Bog,1200,Neotoma,2,NA
10303,15635,51.0289,-84.488,Oldman Bog,7390,Neotoma,2,NA
10307,15642,67.37236200000001,-140.365444,Lower Bluefish Basin,NA,NA,NA,NA
10308,15643,67.37236200000001,-140.365444,Bluefish Basin,NA,NA,NA,NA
10319,15667,49.11905,-119.68305,Buckbean Bog,1,Neotoma,2,NA
10320,15669,52.0878,-123.37049999999999,Bull Canyon (#1),NA,NA,NA,NA
10321,15671,52.0878,-123.37049999999999,Bull Canyon (#2),NA,NA,NA,NA
10322,15673,50.6555,-121.46950000000001,Oregon Jack Creek (#1),NA,NA,NA,NA
10323,15675,50.6555,-121.46950000000001,Oregon Jack Creek,NA,NA,NA,NA
10333,15700,54.0236,-101.2588,Clearwater Bog,NA,NA,NA,NA
10334,15702,45.42715,-61.3427,Collins Pond Site (PL-86-56),924760.9848924015,Geographic matching,2,NA
10340,15713,49.19225,-120.09585,Crater Lake,1.5,Neotoma,2,NA
10343,15719,66.662,-61.787800000000004,Donard Lake,27,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area"
10347,15730,52.331985,-67.35709,Fire Lake,104.49103648253217,Geographic matching,2,NA
10351,15738,49.666560000000004,-109.90446,Harris Lake,32.09670329462069,Geographic matching,2,NA
10354,15744,44.389700000000005,-64.7,Joggins Section (MS-82-44),NA,NA,NA,NA
10355,15746,63.66675,-65.1513,Lake Jake,103.35261819852114,Geographic matching,2,NA
10366,15772,52.0434999871144,-106.3812979479615,Martens Slough (PL-77-20),NA,NA,NA,NA
10370,15781,51.33,-124.9,Moraine Bog,1,Neotoma,2,NA
10371,15783,71.86,-124.47,Moraine Lake,41.74391939073253,Geographic matching,2,NA
10372,15785,72.3515,-120.22,Stewert Point Pond,NA,NA,NA,NA
10374,15789,73.5139,-120.2765,Caribou Lake (MS-74-15),NA,NA,NA,NA
10376,15793,46.89451,-67.4,Roulston Lake (MS-78-15),1.9716829714528656,Geographic matching,2,NA
10377,15794,47.23019,-61.900945,Le Bassin site,1647102.849699323,Geographic matching,2,NA
10378,15796,45.2235,-64.3751,Blomidon Section MS-89-16,NA,NA,NA,NA
10388,15819,52.50635,-101.62995000000001,Porcupine Mountain,NA,NA,NA,NA
10394,15829,63.397585,-64.261165,Robinson Lake,15.890814596113056,Geographic matching,2,NA
10402,15860,43.9506,-79.41435,Swan Lake,NA,NA,NA,NA
10407,15870,49.119730000000004,-119.67689999999999,Testalinden Lake,3,Neotoma,2,NA
10408,15872,54.47601,-130.94489499999997,Top Lake,NA,NA,NA,NA
10421,15902,51.004365,-127.269325,Woods Lake,0.2,Neotoma,2,NA
10439,15947,57.71916666666665,-75.8134722222222,Larix laricina Site 4,NA,NA,NA,NA
10440,15950,57.71916666666665,-75.8134722222222,Larix laricina Site 5,NA,NA,NA,NA
10441,15952,57.854124999999996,-72.777555,Larix laricina Site 10,NA,NA,NA,NA
10456,15982,45.3898611111111,-79.2165277777778,Mayflower Lake,5.794745007709168,Geographic matching,2,NA
10484,16077,57.76347222222225,-95.1888888888889,Bradshaw Lake peat section,20.981536971832103,Geographic matching,2,NA
10485,16079,44.25819444444445,-66.36777777777775,Brier Island Bog MS-85-22,NA,NA,NA,NA
10486,16081,45.670215,-62.610974999999996,Chance Harbour Lake,10.833753744682422,Geographic matching,2,NA
10487,16083,57.56083333333335,-94.26791666666671,Lost Moose Core 128,NA,NA,NA,NA
10488,16086,47.830254999999994,-66.18226999999999,Island Lake,3,Neotoma,2,NA
10493,16096,50.85930555555555,-128.3044444444445,Cook Bank,1492546.3997456892,Geographic matching,2,NA
10494,16099,52.78041666666665,-131.68972222222249,Logan Inlet,1310071.9086952012,Geographic matching,2,NA
10495,16101,52.5022213921833,-131.37499652096,Juan Perez Sound,1310071.9086952012,Geographic matching,2,NA
10496,16103,44.9759327777778,-62.09061,Pye Lake,12.523707418295816,Geographic matching,2,NA
10497,16105,57.20541666666665,-94.185,Silcox Core 52,NA,NA,NA,NA
10498,16107,57.087083333333354,-94.16944444444445,Thibaudeau,NA,NA,NA,NA
10499,16109,70.46194444444444,-68.50277777777775,Patricia Bay Lake,62.58410148195348,Geographic matching,2,NA
10505,16127,43.440830000000005,-79.95551,Twiss Marl Pond,11,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area"
10521,16189,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA
10521,16191,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA
10521,16193,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA
10521,16187,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA
10544,16256,44.607495,-78.039815,McGinnis Lake,4.557063771115575,Geographic matching,2,NA
10544,16257,44.607495,-78.039815,McGinnis Lake,4.557063771115575,Geographic matching,2,NA
10548,16264,46.310276992702896,-79.3808362591486,Dugas Bay Bog,1902.246411187486,Geographic matching,2,NA
10549,16265,44.0463888888889,-77.03916666666666,Glenora Bay,109053.08476155059,Geographic matching,2,NA
10550,16267,43.46458333333335,-79.9154166666667,Kilbride Swamp,NA,NA,NA,NA
10551,16269,51.8398611111111,-89.61541666666665,Mark Pond,NA,NA,NA,NA
10552,16271,43.9869027777778,-79.37944,Preston Lake,26.538870515115168,Geographic matching,2,NA
10553,16273,43.4677777777778,-79.9868055555556,Rife Swamp,NA,NA,NA,NA
10554,16275,52.531655,-91.3723611111111,Round Pond,11.990503305714528,Geographic matching,2,NA
10555,16276,44.19,-79.130295,Wagner Lake,40.73881331656699,Geographic matching,2,NA
10556,16278,44.167066666666656,-78.10249999999999,Webbs Lake,6.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed site and area
11557,17280,44.55680555555555,-78.22479722222221,Lovesick Lake,23094.009584208306,Geographic matching,2,NA
11557,17283,44.55680555555555,-78.22479722222221,Lovesick Lake,23094.009584208306,Geographic matching,2,NA
11557,17281,44.55680555555555,-78.22479722222221,Lovesick Lake,23094.009584208306,Geographic matching,2,NA
11605,17393,49.992745,-121.49261999999999,Fishblue (Blue) Lake,8.467040328401826,Geographic matching,2,NA
11608,17400,69.080765,-121.42854,South Lake,70.41403966439913,Geographic matching,2,NA
11613,17409,46.443560000000005,-81.06824499999999,Kelly Lake,339.1556228740496,Geographic matching,2,NA
11696,17597,45.91664,-60.69363,Benacadie 4,NA,NA,NA,NA
11702,17609,46.06677,-61.354865000000004,Hillsboro Site,NA,NA,NA,NA
11706,17617,45.70486,-62.27347,Lismore Section,NA,NA,NA,NA
11719,17644,47.27138,-61.71192,Ile d'Entree Site,NA,NA,NA,NA
11728,17668,45.01266,-63.41798,East Milford Gypsum Quarry,NA,NA,NA,NA
11736,17689,43.26191,-80.25924166666664,Spirea Wetland,0.3,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed Lake and area
11747,17711,55.33119,-105.05531500000001,Lake A,1,Neotoma,2,NA
11748,17713,55.430904999999996,-104.938605,West Naniskak Lake,9.242196632681152,Geographic matching,2,NA
11749,17715,55.047974999999994,-105.385195,Marl Pond,49.348773104659045,Geographic matching,2,NA
11925,18108,49.496404999999996,-116.905,NEL03,0.35,Neotoma,2,NA
11926,18110,43.87196,-64.92879500000001,Path Lake,23.4319275825588,Geographic matching,2,NA
11928,19323,66.34783999999999,-104.945735,TK-2 Lake,5.3,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed Site with publication and Google Earth, Changed area"
11934,18127,49.469660000000005,-115.769585,Pyatts Lake,10.072225601551327,Geographic matching,2,NA
13288,19814,68.829105,-138.74448999999998,Trout Lake,86.14985263876892,Geographic matching,2,NA
13302,19842,45.719030000000004,-75.4417,Lac Brule,8.310506075149346,Geographic matching,2,NA
13304,19846,45.777015000000006,-75.13590500000001,Lac Noir,9.212043629299975,Geographic matching,2,NA
13362,19967,44.735654999999994,-81.00255999999999,Mary Lake,14.096397425340314,Geographic matching,2,NA
13375,19993,49.49136,-117.645195,Cooley Lake,4.5,Neotoma,2,NA
13376,19995,53.64545,-121.50548,Gerry Lake,5.1,Neotoma,2,NA
13477,20281,60.812585,-135.34124500000001,Dragonfly Lake,6,Neotoma,2,NA
13479,20287,60.516075,-133.209055,Haircut Lake,7.37778815172372,Geographic matching,2,NA
13480,20289,60.073494999999994,-133.80601000000001,Marcella Lake,2.339197217296623,Geographic matching,2,NA
13482,20295,60.445535,-133.561605,Salmo Lake,2.5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Moved a bit.  Paper confirms location.  Measure
13572,20647,69.9,-95.07,Lake JR01,24,data/by_hand/all_lakes_andria/andrea_areas.csv,3,Approximate dimensions reported but site difficult to find.
13625,20609,52.11139,-119.30096499999999,Eleanor Lake,6.437588368370259,Geographic matching,2,NA
13641,20643,52.089861111111105,-113.4425,Pine Lake,412.22424085974797,Geographic matching,2,NA
13643,20649,71.344,-113.78145,Lake KR02 (unofficial name),0.79,Neotoma,2,NA
13644,20651,61.0195,-138.08800000000002,Upper Fly Lake,10.494511083184886,Geographic matching,2,NA
13645,20653,69.807,-112.077,Lake MB01,5.409028093763686,Geographic matching,2,NA
13657,20676,68.59049999999999,-91.888,Lake SL06,NA,NA,NA,NA
13682,20836,53.935385,-132.10562,Drizzle Bog,2.5,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Looks fine.
13899,21319,48.710435000000004,-65.41279,Lac Triangle,1.5,Neotoma,2,NA
13910,21404,48.93859500000001,-64.59709000000001,Petit lac Bouchard,2,Neotoma,2,NA
13910,21406,48.93859500000001,-64.59709000000001,Petit lac Bouchard,2,Neotoma,2,NA
13910,21389,48.93859500000001,-64.59709000000001,Petit lac Bouchard,2,Neotoma,2,NA
13975,21577,44.973845,-77.28929500000001,Stoll Lake,46.34190096469635,Geographic matching,2,NA
13980,21600,44.8163888888889,-77.18251,Tawny Pond,2,Neotoma,2,NA
14031,21770,53.53188,-132.97624,Hippa Lake,3.2,Neotoma,2,NA
14032,21772,50.607074999999995,-127.26146,Misty Lake,34.222852275339456,Geographic matching,2,NA
14033,21774,50.57119,-127.07868500000001,Port McNeill Bog,NA,NA,NA,NA
14039,21788,48.782945,-123.302695,Roe Lake,2.0068510886700524,Geographic matching,2,NA
14039,26246,48.782945,-123.302695,Roe Lake,2.0068510886700524,Geographic matching,2,NA
14049,21810,52.214259999999996,-117.16168,Sunwapta Pass Bog 2,4,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,From thesis
14051,21830,53.27892,-84.2054,Lake AT01,53.286691247704425,Geographic matching,2,NA
14055,21822,52.21728,-117.19451000000001,Sunwapta Pass Bog 6,26,data/by_hand/all_lakes_andria/andrea_areas.csv,1,From Thesis
14056,21826,52.214259999999996,-117.181465,Sunwapta Pass Bog 1,2,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,From thesis.
14225,22244,47.581244999999996,-52.68972,Quidi Vidi Lake,45,Neotoma,2,NA
14228,22247,47.57783,-52.733205,Long Pond,9.8,Neotoma,2,NA
14229,22248,47.551615,-52.739245,Mundy Pond,9.6,Neotoma,2,NA
14230,22249,47.572595,-52.685024999999996,Georges Pond,5.4,Neotoma,2,NA
14232,22251,47.31322,-52.848335,Long Pond Witless Bay Line,32,Neotoma,2,NA
14658,22998,68.356225,-138.85191,Dog Creek,NA,NA,NA,NA
15828,24354,53.611475,-106.49524,North Flat Lake,12,Neotoma,2,NA
15871,24425,54.60476,-105.96330499999999,L03,11,Neotoma,2,NA
15962,24608,42.273975,-81.868955,Rondeau Bay (R34),NA,NA,NA,NA
16242,25186,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16242,25209,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16242,25207,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16242,25192,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16242,25190,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16242,25147,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16242,25188,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16242,25268,46.647495,-53.600965,St. Shotts,NA,NA,NA,NA
16329,25337,52.581140000000005,-63.539429999999996,Leaky Lake,NA,NA,NA,NA
16345,25378,52.293515,-62.117515,Battery Lake,NA,NA,NA,NA
16350,25388,51.140905000000004,-69.286995,Pine Lake,NA,NA,NA,NA
16613,26313,48.799565,-123.66048,Quamichan Lake,313,Neotoma,2,NA
16614,26315,48.458595,-123.513045,Florence Lake,7,Neotoma,2,NA
16729,26606,49.66332,-93.72020499999999,Lake 239,56,Neotoma,2,NA
23680,40976,49.7883,-125.1272,Grant's Bog,NA,NA,NA,NA
8,8,33.956389,-119.976667,Abalone Rocks Marsh,2.7,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Moved into the marsh proper based on pictures and aerial imagery
18,3772,29.6,-97.516944,South Soefje Bog,NA,NA,NA,NA
29,29,44.8036,-94.55789999999999,Lake Allie,203.79999999999998,Geographic matching,2,NA
30,30,46.206111,-95.293611,Almora Lake,16.2,Geographic matching,2,NA
196,3131,46.186930000000004,-89.702685,Hell's Kitchen Lake,3,Geographic matching,2,NA
197,3473,46.25,-89.9,Lake Mary,NA,NA,NA,NA
202,202,46.416667,-92.716667,Anderson Lake,NA,NA,NA,NA
203,203,36.03015,-85.50131999999999,Anderson Pond,19,Geographic matching,2,NA
203,15088,36.03015,-85.50131999999999,Anderson Pond,19,Geographic matching,2,NA
204,204,45.725,-93.25,Andree Bog,258.9,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Assumed correct location. Area from Cushing 1964
205,205,46.7,-85.040278,Andrus Lake,13.4,Geographic matching,2,NA
207,208,67.133333,-153.9,Angal Lake,NA,NA,NA,NA
209,210,43.5,-105.45,Antelope Playa,NA,NA,NA,NA
213,214,39.495,-95.526667,Arrington Marsh,NA,NA,NA,NA
221,223,47.123935,-95.397205,Bad Medicine Lake,302,Neotoma,2,NA
226,228,37.195833,-119.260278,Balsam Meadow,NA,NA,NA,NA
229,232,30.622222,-83.253889,Barchampe Lake,5.689423,Geographic matching,2,NA
231,234,37.595833,-119.008333,Barrett Lake,NA,NA,NA,NA
234,237,44.47,-70.05,Basin Pond,NA,NA,NA,NA
236,239,45.8,-122.491667,Battle Ground Lake,11,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Moved a bit.  Confirmed on map.
237,240,41.143889,-81.328611,Battaglia Bog,NA,NA,NA,NA
238,241,46.128056,-93.703889,Black Bass Lake,13.4,Geographic matching,2,NA
243,246,44.178611,-107.259722,Beaver Lake,NA,NA,NA,NA
244,247,37.3666666666667,-110.866666666667,Bechan Cave,NA,NA,NA,NA
244,3060,37.3666666666667,-110.866666666667,Bechan Cave,NA,NA,NA,NA
245,249,45.425,-93.183333,Beckman Lake,9.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
245,3062,45.425,-93.183333,Beckman Lake,9.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area"
246,250,37.473105000000004,-108.160375,Beef Pasture,NA,NA,NA,NA
246,25551,37.473105000000004,-108.160375,Beef Pasture,NA,NA,NA,NA
249,254,42.25,-77.916667,Belmont Bog,30,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,3,"Confirmed area with pub (Spear et al 1976), could not confirm site"
254,260,42.5,-73.316667,Berry Pond,3.9,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Confirmed location and area: Whitehead 1979
265,271,40.855556,-90.88,Biggsville [Cessford Quarry],NA,NA,NA,NA
266,272,47.559174999999996,-94.970775,Big John Pond,1.9,Geographic matching,2,NA
268,274,39.766667,-78.55,Big Pond,NA,NA,NA,NA
269,275,46.270579999999995,-94.55155500000001,Billy's Lake,2.7,Geographic matching,2,NA
272,278,35.620833,-84.186667,Black Pond,1.3,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed pond and area: Delcourt et al 1986
273,279,44.956109999999995,-110.60070999999999,Blacktail Pond,7.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed Lake and Area
273,20308,44.956109999999995,-110.60070999999999,Blacktail Pond,7.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed Lake and Area
274,280,47.133333,-93.666667,Blandin Pond,NA,NA,NA,NA
275,281,33.563333,-88.474444,BL-Tombigbee,NA,NA,NA,NA
276,282,46.503333,-92.573333,Blackhoof Site,NA,NA,NA,NA
281,287,43.083333,-89.866667,Blue Mounds Creek,NA,NA,NA,NA
289,295,34.323611,-84.868056,Bob Black Pond,NA,NA,NA,NA
290,296,46.633611,-92.614722,Bob Lake,30.8,Geographic matching,2,NA
291,297,47.17548,-95.16745499999999,Bog A Pond,0.8,Geographic matching,2,NA
292,298,47.177499999999995,-95.16267500000001,Bog D Pond,NA,NA,NA,NA
295,3067,38.111944,-93.366944,Boney Spring,NA,NA,NA,NA
298,304,30.36,-97.126111,Boriack Bog,NA,NA,NA,NA
299,305,44.296475,-93.73571000000001,Bossuot Lake,40.1,Geographic matching,2,NA
302,308,45.566667,-70.675,Boundary Pond,NA,NA,NA,NA
303,309,43.916667,-74.683333,Brandreth Bog,NA,NA,NA,NA
306,313,45.783333,-89.483333,Brown Lake,37,Neotoma,2,NA
307,314,44.95769,-93.545105,"Brown's Bay, Lake Minnetonka",5573,Geographic matching,2,NA
308,315,40.680556,-82.0625,Brown Lake,NA,NA,NA,NA
309,316,38.154722,-79.616389,Browns Pond,0.1,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed pond and area: Kneller and Peteet 1993
311,318,44.298611,-110.260556,Buckbean Fen,47.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed location with publication, changed area"
312,319,27.234444,-81.332222,Buck Lake,4.1000000000000005,Geographic matching,2,NA
314,321,40.797222,-82.933333,Bucyrus Bog,NA,NA,NA,NA
317,324,42.604167,-73.566667,Burden Lake,42,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area"
318,325,47.924167,-91.994722,Burntside Lake,2918.142139,Geographic matching,2,NA
321,328,33.5,-86.533333,Cahaba Pond,0.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Moved a bit based on map, area confirmed & based on paper."
324,331,30.266667,-85.016667,Camel Lake,35,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with Google Earth, changed area"
