stid,dsid,site.name,lat,long,edited,notes,area,type,delta
9869,14631,Amber Lake,43.60715,-94.473645,2,Confirmed lake: description and Umbanhowar 2004,73.5,Lacu,0
9872,14637,Fish Lake,44.229535,-93.665425,2,Confirmed lake: Umbanhowar 2004,29.8,Lacu,0
9876,14645,Fuller Lake,45.421695,-94.075455,2,Confirmed lake: Umbanhowar 2004,12.6,Lacu,0
10026,15009,Jemima Pond,41.82961,-69.9847,2,Confirmed pond: Parshall and Foster 2002,2.2,Lacu,0
10028,15020,Sandy Hill Pond,41.689985,-70.36407,2,Confirmed pond: Parshall et al 2003,2.4,Lacu,0
10082,15155,Trout Lake,46.03034,-89.67671,2,Confirmed lake: site description and WebbIII 1973,1565.1,Lacu,0
10121,15228,St. Clair Lake,46.80338,-95.88068,2,Confirmed lake: description and Birks et al 1975,57.5,Lacu,0
10134,15254,Little Horseshoe Lake,45.590765,-93.06903,2,"Confirmed lake, site description: kettle lake",19.2,Lacu,0
10135,15256,Cora Lake,46.165285,-95.32412,2,"Confirmed lake, site description: kettle lake",30.7,Lacu,0
10137,15261,Miller Woods Pond 21,41.61189,-87.27349,2,Confirmed pond: description. Assumed correct loc.,1.3,Lacu,0
10138,15263,Miller Woods Pond 32,41.60682,-87.282385,2,Confirmed pond: description. Assumed correct loc.,2,Lacu,0
10139,15265,Miller Woods Pond 44,41.604275,-87.293135,3,"Confirmed pond, but not loc. in a pond. Min info",0.9,Lacu,0
10142,15270,LaSalle Lake,47.33732,-95.16525,1,Site description: deep lake,99.2,Lacu,0
10156,15294,Long Lake,44.988845,-93.556405,2,"Confirmed lake, site description: kettle lake",112.3,Lacu,0
10160,15302,Emrick Lake,43.800155,-89.59428,2,Confirmed lake: site description,13.1,Lacu,0
10163,15309,East Soldier Lake,46.34668,-84.857625,2,"Confirmed lake, site description: kettle lake",3.7,Lacu,0
10164,15311,Guard Lake,46.12683,-84.77968,2,"Confirmed lake, site description",7.9,Lacu,0
10219,15421,Shingobee Lake,47.004035,-94.688245,2,"Confirmed lake, site description",67.9,Lacu,0
10240,15489,Ferry Lake,46.013,-92.125,2,Confirmed lake: Lynch 2011,6.4,Lacu,0
10252,15512,Myrtle Lake,47.2291,-95.288315,2,"Confirmed lake, site descirption",4.8,Lacu,0
10299,15628,Bear Lake,41.98435,-111.33339,2,Confirmed lake: Jimenez-Moreno et al 2007,28331.5,Lacu,0
10352,15740,Hemlock Lake,46.3073,-91.19829,2,"Confirmed lake, assumed correct location",2.3,Lacu,0
10362,15764,Lily Pond,42.417875,-72.34693,2,Assumed correct loc. Changed area: Foster et al 02,3,Lacu,0
10429,20697,Crooked Lake,46.24525,-89.29409,2,"Confirmed lake, Brugam et al 1997",251.9,Lacu,0
10431,15925,Lake O' Pines,46.140435,-89.2553,2,"Confrimed lake/loc: site descirption, Ewing 2002",4,Lacu,0
10434,15933,Lily Warwick,42.68839,-72.337185,2,Confirmed pond: Fuller et al 1998,0.8,Lacu,0
11560,17296,Lake Cleveland,42.32129,-113.64955,2,Confirmed lake: Davis et al 1986,9.7,Lacu,0
11620,19834,Fox Lake,43.6774,-94.698115,1,Coring location confirmed: Commerford 2016,366.6,Lacu,0
13348,19931,Lone Star Lake,45.932,-92.365,2,Confirmed lake: Lynch 2011,8.5,Lacu,0
13633,20627,Snake Pond,42.55585,-72.016405,2,Changed area: Fuller et al 1998,5,Lacu,0
1355,1390,Joe Lake,66.76666699999998,-157.21666699999997,2,Confirmed site with pub (Anderson 1988),30,Lacu,0
10083,15157,Code Lake,67.15791999999999,-151.85999500000003,2,"Confirmed site, changed area",65,Lacu,0
10100,15185,Ruppert Lake,67.07084,-154.24498499999999,1,"Confirmed site, changed area",38,Lacu,0
10101,15187,Wild Tussock Lake,67.12648,-151.38361500000002,2,"Confirmed site with pub (Higuera 2006), changed area",80,Lacu,0
10102,15189,Xindi Lake,67.11123499999998,-152.491385,2,"Confirmed site, change area",69,Lacu,0
10212,15406,Jan Lake,63.56466000000002,-143.91772,1,"Confirmed site, changed area",59,Lacu,0
10214,15413,Paradox Lake,60.62287999999998,-150.75903,2,"Confirmed site, changed area",58,Lacu,0
10345,15724,Dune Lake,64.42099999999999,-149.897625,2,"Confirmed site with Google Earth, changed area",49,Lacu,0
10386,15814,Swampbuggy Lake,63.054549999999985,-147.42066,2,"Confirmed site with Google Earth, changed area",71,Lacu,0
10450,15970,Farewell Lake,62.559145,-153.64882,2,"Confirmed site with Google Earth, changed area",21,Lacu,0
10453,15976,Grandfather Lake,59.79623,-158.53995000000003,1,"Confirmed site with pub (Hu et al. 1995), changed area",20,Lacu,0
10537,16236,Red Green Lake,68.65420999999999,-149.68123500000002,2,"Confirmed site, changed area",18,Lacu,0
10538,16238,Tukuto Lake,68.4988,-157.0301,2,"Confirmed site with Google Earth, changed area",23,Lacu,0
10539,16241,Upper Capsule Lake,68.63144444444443,-149.416925,2,"Confirmed site with pub (Oswald et al, 2003), changed area",36,Lacu,0
11571,17320,Idavain Lake,58.77229444444445,-155.94509499999998,2,"Confirmed site with Google Earth, changed area",55,Lacu,0
11572,17322,Snipe Lake,60.62600999999998,-154.30347499999996,2,"Confirmed site with Google Earth, changed area",22,Lacu,0
11574,17326,Oil Lake,70.29222222222224,-151.1668055555555,2,"Confirmed site with Google Earth, changed area",45,Lacu,0
11575,17328,Sands of Time Lake,66.029335,-147.55331,2,"Confirmed site with Google Earth, changed area",62,Lacu,0
11585,17352,Windmill Lake,63.658899999999974,-148.80525,2,"Confirmed site with Google Earth, changed area",81,Lacu,0
11604,17391,Zagoskin Lake,63.448469999999986,-162.10838,2,"Confirmed site with Google Earth, changed area",84,Lacu,0
11609,17402,Little Swift Lake,60.21647499999999,-159.76567000000003,2,"Confirmed site and area with pub (Axford et al, 2004)",75,Lacu,0
13454,20188,Lake Hill,57.17824000000001,-170.24827,2,"Confirmed site with Google Earth, changed area",16,Lacu,0
10369,15778,Mono Lake,38.00794999999999,-119.0255,2,"Confirmed site with Google Earth, changed area",46,Lacu,0
1607,1658,Lonesome Lake,44.13999999999999,-71.701111,2,"Confirmed site with Google Earth, changed area",17,Lacu,0
10415,15892,White Lake,40.99966999999998,-74.91347,2,"Confirmed site with Google Earth, changed area",60,Lacu,0
13583,20515,Lake Grinnell,41.098185,-74.63963,2,"Confirmed site with Google Earth, changed area",47,Lacu,0
2527,2617,Sutherland Pond,41.391388999999975,-74.037778,2,"Confirmed site with Google Earth, changed area",83,Lacu,0
10186,15350,Balsam Lake,42.02878499999997,-74.60420500000001,2,"Confirmed site with Google Earth, changed area",24,Lacu,0
10280,15588,Devil's Bathtub,43.024689999999985,-77.57376,2,"Confirmed site with Google Earth, changed area",10,Lacu,0
10422,15904,Divers Lake,43.04099,-78.39924500000001,2,"Confirmed site with Google Earth, changed area",66,Lacu,0
10424,15909,Ballston Lake,42.94974999999999,-73.85325,2,"Confirmed site with Google Earth, changed area",37,Lacu,0
10515,16175,Binnewater Pond,41.409349999999996,-74.551335,2,"Confirmed site with Google Earth, changed area",77,Lacu,0
1222,3774,Spiritwood Lake,47.074695,-98.58660000000002,2,"Confirmed site with Google Earch, changed area",56,Lacu,0
1711,1768,Moon Lake,46.85591999999997,-98.15984,2,"Confirmed site with Google Earth, changed area",85,Lacu,0
1990,2065,Rice Lake,48.00942,-101.53972,2,"Confirmed site with Google Earth, changed area",43,Lacu,0
9717,15136,"Devils Lake, Creel Bay",48.08589999999997,-98.92934999999999,2,"Confirmed site, changed area",61,Lacu,0
13455,20194,Kettle Lake,48.60711999999998,-103.62398999999998,2,"Confirmed site with Google Earth, changed area",74,Lacu,0
480,492,Clear Pond,33.798895,-78.95336,2,"Confirmed site with Google Earth, changed area",9,Lacu,0
1606,1657,Lone Fox Lake,56.716666999999994,-119.716667,2,Confirmed site and area with pub (MacDonald 1987),63,Lacu,0
10340,15713,Crater Lake,49.192249999999994,-120.09585000000001,2,"Confirmed site with Google Earth, changed area",50,Lacu,0
11925,18108,NEL03,49.49640499999998,-116.905,2,"Confirmed site with pub (Mustaphi et al 2014), changed area",7,Lacu,0
13376,19995,Gerry Lake,53.64544999999999,-121.50548,2,"Confirmed site and area with pub (Gavin et al, 2009)",64,Lacu,0
13643,20649,Lake KR02 (unofficial name),71.34399999999998,-113.78145,3,"Unable to confirm site, confirmed area with pub (Peros et al, 2008)",6,Lacu,0
10343,15719,Donard Lake,66.66199999999999,-61.787800000000004,2,"Confirmed site with Google Earth, changed area",27,Lacu,0
10505,16127,Twiss Marl Pond,43.44083000000002,-79.95551,2,"Confirmed site with Google Earth, changed area",11,Lacu,0
13980,21600,Tawny Pond,44.8163888888889,-77.18251,2,"Confirmed site with Google Earth, changed area",44,Lacu,0
2253,2332,Lac à Sam,46.65416700000001,-72.978889,2,"Confirmed site with Google Earth, changed area",52,Lacu,0
2854,2951,Whitney's Gulch,51.516667,-57.3,1,Confirmed site and area with pub (Lamb 1980),72,Lacu,0
8567,13060,Adeline Lake,46.30278163396062,-91.16611359759428,1,Site description: Wisconsin DNR waterbody ID,1.2,Lacu,0
9814,14517,Alpine Pond,37.63632,-112.82445999999999,1,Confirmed pond: Anderson et al 1999,0.1,Lacu,0
1109,1142,Iglutalik Lake,66.135,-66.083333,1,"Confirmed site, changed area",226.7,Lacu,0
485,497,Colo Marsh,42.02,-93.27,2,"Confirmed site with Iowa DNR, changed area",517,Lacu,0
525,539,Cupola Pond,36.79999999999999,-91.1,1,"Confirmed pond with site description, confirmed area with Missouri DOC",64.7,Lacu,0
817,843,Forest Pond 2,43.438888999999996,-109.95000000000002,2,"Confirmed site with publication (Lynch 1995), changed area",1.3,Lacu,0
1676,1732,Medicine Lake,44.98418999999999,-97.350125,2,"Confirmed site with Google Earth, changed area",289.2,Lacu,0
1775,1834,"Lake Ontario, Mississauga Basin",43.55666699999998,-78.15,2,Confirmed lake and area,1896000,Lacu,0
1813,3542,Pickerel Lake,45.50137499999998,-97.27683,2,"Confirmed site with Google Earth, changed area",823,Lacu,0
2541,2631,Taylor Lake,46.100555999999976,-123.906667,1,"Confirmed site with Google Earth, changed area",7.7,Lacu,0
11573,17324,Imnavait Creek,68.66619,-149.358787222222,2,Confirmed site and area with publication (Eisner 1991),210,Lacu,0
11617,17419,Cumbres Bog,37.02174499999999,-106.45052,2,"Confirmed site with publication (Johnson et al.), changed area",0.5,Lacu,0
10428,15916,Kerr Lake,46.24378,-89.2758,2,Confirmed lake and peatland: Brugam and Johnson 97,3.2,Lacu,0
8586,13097,Glimmerglass Lake,46.21517,-89.32082,1,Confirmed lake and peatland: Brugam et al 2004,10,Lacu,0
27,27,Aliuk Pond,54.583333,-57.366667,1,Moved point based on map & site description in paper.,9.1,Lacu,0
208,209,Lac à l'Ange,47.481667,-70.684722,1,Full site name is Petit lac Ã  l'Ange. Nudged site.,5.8,Lacu,0
361,371,Chism 1,54.799444,-76.145556,3,"So many small lakes in the area,",1.8,Lacu,0
362,373,Chism 2,53.090833,-76.339167,3,Too many local lakes,4.7,Lacu,0
507,520,Crawford Lake,43.5,-79.83,1,Moved from south of Milton,2.2,Lacu,0
512,525,Crowfoot Lake,51.65,-116.416667,1,"In Publication, hopefully distinct from Bow Lake",17,Lacu,0
533,549,Daumont,54.883333,-69.4,3,It's close but I can't quite get it lined up based on the picture & map.,2,Lacu,0
658,675,Delorme 1,54.418889,-69.918889,3,Now part of a resevoir.  Impossible to find original site.,0.6,Lacu,0
810,834,Beaverhouse Lake,54.742222,-101.681667,2,Right place,7.2,Lacu,0
970,1001,Hail Lake,60.033333,-129.016667,3,No good indication of location and several nearby sites,1,Lacu,0
1074,1107,Honeymoon Pond,64.633333,-138.4,1,Moved lake based on inset map and pictures.,0.5,Lacu,0
1657,1713,Dauphinais,46.8,-72.99,1,Found based on description & map.  Not publication.,0.5,Lacu,0
2257,2337,Sandy Cove Pond,54.4,-57.716667,1,Moved based on map & text description in paper.,109,Lacu,0
2515,2602,Lac Saint-Jean,48.5,-72,2,Not sure why this didn't work,100300,Lacu,0
2556,2647,Toboggan Lake,50.815305,-114.59946,1,"Nudged the lake,",0.5,Lacu,0
2959,3058,Basswood Road Lake/Splan Pond,45.255556,-67.330556,1,"Just off from site, checked against published lake area",4,Lacu,0
10209,15399,Long Last Lake,61.564,-137.2285,3,"Site's clearly in the wrong place, but not enough info to move.",1,Lacu,0
13477,20281,Dragonfly Lake,60.812585,-135.34124500000001,2,Site's in the right place.  Added ha from paper,6,Lacu,0
13482,20295,Salmo Lake,60.445535,-133.561605,1,Moved a bit.  Paper confirms location.  Measure,2.5,Lacu,0
482,494,Clear Pond,43.748575,-74.016955,2,Looks fine,11.6,Lacu,0
13487,20306,Dailey Lake,45.262474999999995,-110.816305,2,Confirmed in paper.,88,Lacu,0
13690,20872,Screaming Lynx Lake,66.068205,-145.405555,2,Looks fine,3.1,Lacu,0
24,24,Alexander Lake,53.333333,-60.583333,1,Used paper & Google Maps.,38,Lacu,0
217,219,Lac des Atocas,45.543056,-73.311111,1,Minor move.,0.6,Lacu,0
296,302,Boone Lake,55.575,-119.433333,2,Seems in the right place,167,Lacu,0
304,311,Brisay 2,54.355833,-70.357778,1,"Seems very likely, but can't confirm completely.",2,Lacu,0
319,326,Lac à la Busque,46.279167,-70.595833,1,Minor move.,23,Lacu,0
332,339,Lac Caribou,48.197778,-64.94,1,"Small nudge, but no real clear map in the figure.",2.6,Lacu,0
338,346,Lac Castor,46.613889,-72.998611,3,No Publication but nearby lake named lac Castor,0.8,Lacu,0
496,508,Lac Côté,48.966944,-65.95,1,"Slight nudge.  No pub, but in park is Lac Charles Cote.",31,Lacu,0
759,778,Eaglenest Lake,57.766667,-112.1,1,Checked with Google maps,807,Lacu,0
972,1003,Hanging Lake,68.383333,-138.383333,1,"No good map, but could line up from pictures in paper.",57,Lacu,0
1072,1105,High Lake,44.516667,-76.6,3,Size is reported but insufficient detail to locate lake.,2.5,Lacu,0
1571,1617,Lateral Pond,65.942222,-135.514167,2,Site's in the right place.,3.5,Lacu,0
1763,1821,Northwest River Pond,53.516667,-60.166667,1,"Some uncertainty, another lake lies nearby & this assumes part of NW River town is new.",0.8,Lacu,0
1823,16231,Perch Lake,46.03,-77.34,1,Moved based on paper & google map search.,31,Lacu,0
1842,1906,Pixie Lake,48.596389,-124.196667,1,"Paper reports 5.3ha, measured with google.",5.9,Lacu,0
2209,2286,Lac Romer,45.963889,-73.330833,1,"Gave it a nudge, but modern development around the lake may have changed its size.",25,Lacu,0
10143,15272,Gaff Lake,49.46834,-109.67136,1,Moved it slightly to the east.  No map or figure.,2,Lacu,0
10153,15288,Pyrola Lake,50.183195,-127.697995,2,Right on lake.,1,Lacu,0
10176,15333,Two Horsemen Pond,60.850205,-135.769085,2,"Sites in the right place, just didn't have the area.",0.5,Lacu,0
10220,15426,Twin Lake,49.322,-119.725,1,Moved a bit to get around the lake.,30,Lacu,0
11747,17711,Lake A,55.33119,-105.055315,1,"From the publication, site was far off.",20,Lacu,0
13572,20647,Lake JR01,69.9,-95.07,3,Approximate dimensions reported but site difficult to find.,24,Lacu,0
14225,22244,Quidi Vidi Lake,47.581245,-52.68972,2,Looks fine,47,Lacu,0
236,239,Battle Ground Lake,45.8,-122.491667,1,Moved a bit.  Confirmed on map.,11,Lacu,0
321,328,Cahaba Pond,33.5,-86.533333,1,"Moved a bit based on map, area confirmed & based on paper.",0.2,Lacu,0
500,513,Cottonwood Lake,44.835435,-99.90806,2,"Seems right, but don't have the original publication.",223,Lacu,0
534,550,Davis Lake,46.591667,-122.25,1,Seemed quite far off.  From Barnowsky paper.,3,Lacu,0
1585,1632,Lily Lake,59.2,-135.4,1,Moved based on map & google.  Area measured is different than in paper (<5ha).,12,Lacu,0
1592,1642,Little Lake,44.16658,-123.583975,2,"In a lake.  There is a large adjacent lake, but pub not available.",3.5,Lacu,0
1944,2011,Radtke Lake,43.4,-88.1,1,Found lake in Wisconsin DNR information,2.4,Lacu,0
2785,2880,Twin Lakes,37.469444,-108.1025,1,"Nudged, but there are two adjacent lakes, measured only the round lake.",0.2,Lacu,0
10410,15876,Tulare Lake,36.052,-119.78,2,"Point in right place, lake dried.  Area is reported maximum.",220000,Lacu,0
11606,17396,Steel Lake,46.973155,-94.68138,1,Confirmed lake: description and Geiss et al 2003,23,Lacu,0
13671,20758,Bolan Lake,42.022,-123.459,2,Looks fine,5.6,Lacu,0
10111,15209,Chesapeake Bay (MD99-2209),38.8861111111111,-76.3944444444444,2,Large Marine/brakish basin,50000,Mari,0
10508,16133,Ruby Marsh,41.13395,-115.5049,1,"Confirmed Marsh, Changed area",11222.9,Marsh,0
364,375,Chatsworth Bog,40.675865,-88.324435,2,Confirmed bog: King 1981,3.7,Palu,0
562,3789,Tom Swamp,42.516667,-72.2125,2,Confirmed swamp location: Davis 1958,57.2,Palu,0
679,699,Dismal Swamp (91),36.583333,-76.45,2,Confirmed swamp: Whitehead 1972,46752.9,Palu,0
1081,1114,Howes Prairie Marsh,41.65,-87.072222,2,Confirmed loc and area: Cole and Taylor 1995,75,Palu,0
1827,1891,Peterson Slough,46.966667,-95.316667,2,Confirmed slough and area: Almendinger 1992,1,Palu,0
1902,1967,Portage Marsh,41.576111,-87.2225,2,Confirmed loc and area: Singer et al 1996,6.7,Palu,0
1989,2063,Rhule Fen,39.953611,-85.741667,2,Confirmed location: Shane and Anderson 1993,4,Palu,0
2860,2957,Windsor Pond,42.53693,-72.980005,2,"Confirmed pond, site description",18.9,Palu,0
10076,15142,Makepeace Cedar Swamp,41.936189999999996,-70.75736,2,Confirmed location and area: Newby et al 2000,21,Palu,0
10128,15242,Cowles Bog,41.6355,-87.0945,3,Confirmed bog. Minimum info on publications,6.4,Palu,0
10195,15368,Blue Lake Wetlands,40.49996,-114.031395,2,Confirmed location and area: Louderback and Rhode,1850,Palu,0
204,204,Andree Bog,45.725,-93.25,2,Assumed correct location. Area from Cushing 1964,258.9,Palu,0
333,340,Caribou Bog,44.93672,-68.77344,2,Confirmed Bog. Approx area by 3.8x2.0 axes.,780,Palu,0
1908,1974,Powers Fort Swale,36.6,-90.583333,2,Confirmed location and area: Royall et al 1991,1.4,Palu,0
2822,2919,Volo Bog,42.35154,-88.18475,2,Confirmed bog: King 1981,0.1,Palu,0
8559,13047,Irwin Smith Bog,45.0265,-83.61,2,Confirmed bog and area: Booth et al 2012,65,Palu,0
9830,14549,Lowder Creek Bog,37.67214,-112.792245,2,Confirmed bog and area: Anderson et al 1999,3.5,Palu,0
10129,15244,Pinhook Bog,41.61499,-86.84671,2,Confirmed bog and location: site description,39,Palu,0
10172,15325,Black Gum Swamp,42.5375,-72.1829,2,Changed area: Foster and Zebryk 1993,10,Palu,0
10506,16129,Lima Bog,42.78895,-88.8432,2,"Site description: bog, estimated area 1.5x1.4",210,Palu,0
13582,20512,Minden Bog,43.60373,-82.86388,2,Confirmed bog. Area: Booth and Jackson 2003,8300,Palu,0
11580,17340,St. Lawrence Section 2,63.6672222222222,-171.5479166666665,2,"Confirmed site with publication, peat exposure",87,Palu,0
12999,19264,Naskak,63.64101166666665,-171.45400999999998,2,"Confirmed site with publication, peat exposure",87,Palu,0
13000,19266,Aghnaghak,63.656005000000015,-171.553815,2,"Confirmed site with pub (Lozhkin et al, 2011), Peat exposure",87,Palu,0
13897,21314,Corser Bog,60.52995999999998,-145.45452,2,"Confirmed site with pub (nichols et al , 2014), changed area",31,Palu,0
10243,15494,Hual Cu Cuish Meadow,32.967,-116.583,1,Confirmed site with Google Earth,87,Palu,0
10520,16186,China Camp,38.0075,-122.49333333333351,1,Confirmed site and area with pub (Malamud-Roam et al. 2004),53,Palu,0
10191,15356,Stewart Bog,35.832,-105.722,2,"Confirmed site with pub (Jimenez-Moreno et al, 2008)",73,Palu,0
249,254,Belmont Bog,42.249999999999986,-77.916667,3,"Confirmed area with pub (Spear et al 1976), could not confirm site",30,Palu,0
10155,15292,Byron-Bergen Swamp (Site 2),43.098159999999986,-78.002715,2,"Confirmed site with Google Earth, changed area",78,Palu,0
10348,15732,Goose Bay Marsh,44.35113499999999,-75.87042,2,"Confirmed site with pub (Rippke et al, 2010)",39,Palu,0
11607,17398,Piermont Marsh,41.027635,-73.908375,1,"Confirmed site with Google Earth, changed area",29,Palu,0
10171,15323,Berendon Fen,56.24278,-130.055465,2,"Confirmed site with pub (Clague et al 1996), changed area",40,Palu,0
10319,15667,Buckbean Bog,49.119049999999994,-119.68304999999998,2,"Confirmed site with pub (Heinrichs 1999), changed area",4,Palu,0
10370,15781,Moraine Bog,51.330000000000005,-124.90000000000002,1,"Confirmed site with pub (Arsenault et al 2007), changed area",8,Palu,0
499,511,Cottonwood Slough,52.866667,-118.1,1,In dissertation but checked Jasper Park Maps.,24,Palu,0
1416,3454,Marais de Keswick,44.195833,-79.512778,1,From paper,150,Palu,0
10274,15564,Chalmer's Bog (PL-78-37),50.645250000000004,-114.5435,1,"Air photo impossible to discern, but Lake Files show new location.",5,Palu,0
14049,21810,Sunwapta Pass Bog 2,52.214259999999996,-117.16168,1,From thesis,4,Palu,0
14056,21826,Sunwapta Pass Bog 1,52.214259999999996,-117.181465,1,From thesis.,2,Palu,0
10108,15203,Crawford Bog,43.4665277777778,-79.9491666666667,1,Minor nudge,0.6,Palu,0
10286,15597,Albany River Bog,51.435,-83.6175,2,"Core site not shown in inset, but bog is correct & large.",4800,Palu,0
10300,15630,Belec Lake Bog,51.6175,-82.293,2,Large collapse bog complex.  No exact location for core provided.,893,Palu,0
10303,15635,Oldman Bog,51.0289,-84.488,2,"Large bog, no exact location in inset.  Used drainage for approxamite size.",6100,Palu,0
13682,20836,Drizzle Bog,53.935385,-132.10562,2,Looks fine.,2.5,Palu,0
14055,21822,Sunwapta Pass Bog 6,52.21728,-117.19451,1,From Thesis,26,Palu,0
528,543,Cygnet Lake Fen,44.65,-110.6,1,"Large fen complex, with lakes inside.",140,Palu,0
11854,17945,Mitkof Island,56.81157,-132.93624,2,"Found publication, area is approximate extent of local peat environment.",51,Palu,0
498,510,Tourbière de Lanoraie COTEAU JAUNE,45.960833,-73.341944,3,"Publication is in French (sjg - found pub, added area based on hydrology)",340,Palu,0
763,782,East Baltic Bog,46.408333000000006,-62.15,2,Confirmed site and area with publication (Anderson),1.2,Palu,0
1903,1968,Portage Bog,46.673610999999994,-64.075,1,Confirmed site and area with publication(Anderson),1.3,Palu,0
1803,1865,Patschke Bog,30.366666999999996,-97.11666699999999,3,Confirmed area (www.nativefishlab.net/library/textpdf/18616.pdf),3.3,Palu,0
13910,21406,Petit lac Bouchard,48.93859500000001,-64.59709000000001,2,Map okay,2.8,NA,0
479,490,Clear Lake,41.638535,-86.544595,3,Minimum info on description and pubs. Loc in lake.,21,NA,0
1107,1140,Icehouse Bottom [40MR23],35.588333,-84.191667,3,Min info on location,6133.6,NA,0
1564,1609,Lamb Lake,48.165278,-92.107222,2,Assumed correct location in lake - but min. info,39.8,NA,0
1652,1708,Martin Pond,47.173975,-94.94396499999999,2,Confirmed pond: site description,0.1,NA,0
2554,2645,Titicut Swamp,41.95,-71.033333,3,Minimum info on publications,70.8,NA,0
2849,2946,Weber Lake,47.471667,-91.66,3,"Min info, and located in a different labeled lake",2.2,NA,0
2934,3032,Wolverine Lake,46.429167,-85.661111,3,Minimum info on site description and publications,2.9,NA,0
7531,12004,Last Lake,45.45,-95.24005,3,"Minimum info, but located in a lake",13.6,NA,0
7533,12006,Monson Lake,45.324,-95.27935,3,"Minimum info, but located in the lake",82.2,NA,0
7539,12012,Ziebell Lake,46.05545,-95.26345,3,"Minimum info, but located in the lake",9.7,NA,0
7541,12014,Lybeck Lake,45.6745,-95.7125,3,"Minimum info, but located in the lake",30.7,NA,0
9866,14624,Big Reed Pond Hollow,46.35065,-69.05170000000001,2,Site desprition: swale. Area: Schauffler 2002,0.6,NA,0
9889,14674,Blackwoods Hollow,44.313195,-68.22364,2,Site description and Schauffler 2002 for area,0.3,NA,0
10181,15338,Mount Davis Marsh,39.7785,-79.2125,3,"Located in a lake, but described as marsh??",112.3,NA,0
10316,15660,Buck Lake,46.520515,-86.35387,3,"Min. info, but found Buck Lake nearby",614.1,NA,0
10349,15734,Grassy Lake,39.700855000000004,-120.66468499999999,3,"This is a thesis from 1996, can't find it.",4.4,NA,0
10446,15962,Bakken Lake,47.69035,-96.2311,3,Could not confirm lake with description or pubs.,8.3,NA,0
10447,15963,Chicog Lake,47.669650000000004,-96.18299999999999,3,Could not confirm lake with description or pubs.,5.1,NA,0
219,221,Axe Lake,45.38,-79.51,1,"Confirmed site with Google Earth, changed area",508.2,NA,0
235,238,Lac Bastien,46.4,-78.916667,2,"Confirmed site with publication (name might have changed since '87), changed area",19.2,NA,0
248,253,Bell's Lake,65.016667,-127.483333,2,"Confirmed site with publication and Google Earth, changed area",1.2,NA,0
297,303,Border Beacon,55.333333,-63.2,1,Confimred site and area with publication,130,NA,0
322,329,Saint-Calixte,45.961111,-73.868056,1,"Confirmed site with Google Earth, changed area",2.4,NA,0
334,341,Caribou Hill,55.666667,-63.25,3,"Confirmed area with publication, unable to confirm exact location of lake",65,NA,0
527,17292,Cycloid Lake,55.266667,-105.266667,1,From the publication,20,NA,0
770,3125,E Lake,50.69095,-99.65835,2,"Confirmed Lake, Changed Area",3.9,NA,0
788,808,East Sooke Fen,48.351944,-123.681667,2,Confirmed site and area with publication,0.1,NA,0
798,821,Tourbière de Farnham,45.282778,-72.982778,3,"Unable to confirm site, Confirmed area: Lavoie, Larouche, Richard 1995",410,NA,0
805,829,Fiddler's Pond,56.25,-121.42,1,"Confirmed site with publication, changed area",5.5,NA,0
1408,1445,Keele Lake,64.166667,-127.616667,3,"Confirmed Lake with publication, changed area",9,NA,0
1531,1569,Lac Colin,46.716667,-70.3,1,"Confirmed Lake, Changed Area",20.6,NA,0
1533,1571,Lac Louis,47.2875,-79.116667,1,"Confirmed site with Google Earth, changed area",17.2,NA,0
1534,1572,Lac à Magie,44.263889,-66.079167,1,"Confirmed site with Google Earth, changed area",0.7,NA,0
1549,1590,Lake CH2,49.683333,-74.583333,3,"Area given in publication (600x200m), Unable to confirm lake site",12,NA,0
1566,1611,L'Anse aux Meadows Site,51.573333,-55.55,1,"Confirmed site with pub. and Google Earth, changed area",2.2,NA,0
1579,1626,Lac à Léonard,49.207778,-65.812778,1,"Confirmed site with publication, Changed area",0.8,NA,0
1594,1644,LDDsite5772,44.8,-76.683056,1,"Confirmed site with Google Earth, changed area",14.9,NA,0
1599,1650,Lake Hope Simpson,52.45,-56.433333,3,"Area given in publication, Unable to confirm lake site",65,NA,0
1638,1693,Maligne Lake,52.733333,-117.616667,1,"Confirmed lake, changed area",5096.9,NA,0
1647,1703,Lac Marcotte,47.077778,-71.422778,1,"Confirmed area with publication, Confirmed site with Google Earth",3.8,NA,0
1648,1704,M Lake,68.266667,-133.466667,1,"Confirmed site with publication, Changed area",69.3,NA,0
1660,1716,Sud du Lac du Noyer,46.787778,-72.837778,1,"Confirmed site with publication, Change area",0.8,NA,0
1662,1718,Mayflower Lake,45.302778000000004,-66.070833,1,"Confirmed site with Google Earth, changed area",6.8,NA,0
1782,1841,Lac Ouellet,47.532778,-68.943889,2,"Confirmed site with Google Earth, changed area",6.2,NA,0
1840,1904,Pink Lake,45.469444,-75.808333,2,"Confirmed site with Google Earth, Changed area",23,NA,0
1912,1978,Princeville,46.145833,-71.935833,2,"Confirmed site, Changed area",13.3,NA,0
2190,2266,Robinson's Pond,48.26,-58.8,1,"Confirmed site, changed area",12.3,NA,0
2240,2319,Lac au Sable,51.4,-66.216667,1,"Confirmed site with Google Earth, changed area",266.9,NA,0
2496,2580,Snowshoe Lake,57.45,-120.666667,3,"Confrimed area with publication, Not enough info to confirm site of lake",8,NA,0
