stid,dsid,lat,long,name,area,source,edited,notes,avg_int,max_int,controls
10354,15744,44.389700000000005,-64.7,Joggins Section (MS-82-44),12,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, Confirmed with site description",-3710.6666666666665,700,4
10355,15746,63.66675,-65.1513,Lake Jake,103.35261819852114,Geographic matching,2,NA,1250.142857142857,2151,8
10366,15772,52.0434999871144,-106.3812979479615,Martens Slough (PL-77-20),NA,NA,NA,NA,1360,1890,4
10370,15781,51.33,-124.9,Moraine Bog,1,Neotoma,2,NA,1468.6666666666667,5470,7
10371,15783,71.86,-124.47,Moraine Lake,41.74391939073253,Geographic matching,2,NA,3304.6666666666665,5860,4
10372,15785,72.3515,-120.22,Stewert Point Pond,NA,NA,NA,NA,3034.6666666666665,3930,4
10374,15789,73.5139,-120.2765,Caribou Lake (MS-74-15),NA,NA,NA,NA,3064.6666666666665,4110,4
10376,15793,46.89451,-67.4,Roulston Lake (MS-78-15),1.9716829714528656,Geographic matching,2,NA,2782,5508,5
10377,15794,47.23019,-61.900945,Le Bassin site,1647102.849699323,Geographic matching,2,NA,NA,NA,NA
10378,15796,45.2235,-64.3751,Blomidon Section MS-89-16,NA,NA,NA,NA,3913,10639,4
10388,15819,52.50635,-101.62995000000001,Porcupine Mountain,55,data/by_hand/claire_data/dataset_1.5.shp,1,"Terrestrial, Confirmed site with Nichols, 1969",969.5714285714286,1730,8
10394,15829,63.397585,-64.261165,Robinson Lake,15.890814596113056,Geographic matching,2,NA,451.7826086956522,1620,24
10402,15860,43.9506,-79.41435,Swan Lake,143,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Earth",NA,NA,NA
10407,15870,49.119730000000004,-119.67689999999999,Testalinden Lake,3,Neotoma,2,NA,3835.5,4934,3
10408,15872,54.47601,-130.94489499999997,Top Lake,46,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed with Google Earth",1442.625,5141,9
10421,15902,51.004365,-127.269325,Woods Lake,0.2,Neotoma,2,NA,NA,NA,NA
10439,15947,57.71916666666665,-75.8134722222222,Larix laricina Site 4,NA,NA,NA,NA,1657.5,1730,3
10440,15950,57.71916666666665,-75.8134722222222,Larix laricina Site 5,NA,NA,NA,NA,655.8333333333334,1210,7
10441,15952,57.854124999999996,-72.777555,Larix laricina Site 10,NA,NA,NA,NA,451.25,810,6
10456,15982,45.3898611111111,-79.2165277777778,Mayflower Lake,5.794745007709168,Geographic matching,2,NA,5813,5813,2
10484,16077,57.76347222222225,-95.1888888888889,Bradshaw Lake peat section,20.981536971832103,Geographic matching,2,NA,6322,6322,2
10485,16079,44.25819444444445,-66.36777777777775,Brier Island Bog MS-85-22,209,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Novascotia.ca",3308.75,10335,5
10486,16081,45.670215,-62.610974999999996,Chance Harbour Lake,10.833753744682422,Geographic matching,2,NA,1679.375,2955,9
10487,16083,57.56083333333335,-94.26791666666671,Lost Moose Core 128,NA,NA,NA,NA,1076,2280,5
10488,16086,47.830254999999994,-66.18226999999999,Island Lake,3,Neotoma,2,NA,3316,5968,4
10493,16096,51,-128.4,Cook Bank,1492546.3997456892,Geographic matching,2,NA,236.66666666666666,545,4
10494,16099,52.78041666666665,-131.68972222222249,Logan Inlet,1310071.9086952012,Geographic matching,2,NA,526.6666666666666,1150,4
10495,16101,52.47283,-131.45207,Juan Perez Sound,1310071.9086952012,Geographic matching,2,NA,50,50,2
10496,16103,44.9759327777778,-62.09061,Pye Lake,12.523707418295816,Geographic matching,2,NA,1530,2120,9
10497,16105,57.20541666666665,-94.185,Silcox Core 52,NA,NA,NA,NA,1051.3333333333333,2110,4
10498,16107,57.087083333333354,-94.16944444444445,Thibaudeau,NA,NA,NA,NA,2091.3333333333335,3420,4
10499,16109,70.46194444444444,-68.50277777777775,Patricia Bay Lake,62.58410148195348,Geographic matching,2,NA,1445,2130,4
10505,16127,43.440830000000005,-79.95551,Twiss Marl Pond,11,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",1279.375,7945,9
10521,16187,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA,NA,NA,NA
10521,16193,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA,2742.6666666666665,3913,4
10521,16191,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA,10062,10062,2
10521,16189,44.199085,-78.14232,Rice Lake,10036.870691920829,Geographic matching,2,NA,1317.3333333333333,1675,4
10544,16257,44.607495,-78.039815,McGinnis Lake,4.557063771115575,Geographic matching,2,NA,756,2400,5
10544,16256,44.607495,-78.039815,McGinnis Lake,4.557063771115575,Geographic matching,2,NA,1887.25,2700,5
10548,16264,46.3016988888889,-79.38262,Dugas Bay Bog,1902.246411187486,Geographic matching,2,NA,2112.5,3057,3
10549,16265,44.0463888888889,-77.03916666666666,Glenora Bay,109053.08476155059,Geographic matching,2,NA,167.41176470588235,265,18
10550,16267,43.46458333333335,-79.9154166666667,Kilbride Swamp,69,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Turton and McAndrews 2001",7601,7601,2
10551,16269,51.8398611111111,-89.61541666666665,Mark Pond,192,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Neotoma and Google",3560,4370,3
10552,16271,43.9869027777778,-79.37944,Preston Lake,26.538870515115168,Geographic matching,2,NA,1036,2625,6
10553,16273,43.4677777777778,-79.9868055555556,Rife Swamp,37,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Turton and McAndrews 2001",9290,9290,2
10554,16275,52.531655,-91.3723611111111,Round Pond,11.990503305714528,Geographic matching,2,NA,3975,4135,3
10555,16276,44.19,-79.130295,Wagner Lake,40.73881331656699,Geographic matching,2,NA,NA,NA,NA
10556,16278,44.167066666666656,-78.10249999999999,Webbs Lake,6.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed site and area,3873.5,4913,3
11557,17283,44.55680555555555,-78.22479722222221,Lovesick Lake,23094.009584208306,Geographic matching,2,NA,1910,7900,6
11557,17280,44.55680555555555,-78.22479722222221,Lovesick Lake,23094.009584208306,Geographic matching,2,NA,3183.3333333333335,7450,4
11557,17281,44.55680555555555,-78.22479722222221,Lovesick Lake,23094.009584208306,Geographic matching,2,NA,1458.3333333333333,3700,7
11605,17393,49.992745,-121.49261999999999,Fishblue (Blue) Lake,8.467040328401826,Geographic matching,2,NA,3388.6666666666665,5192,4
11608,17400,69.080765,-121.42854,South Lake,70.41403966439913,Geographic matching,2,NA,3043,4294,5
11613,17409,46.443560000000005,-81.06824499999999,Kelly Lake,339.1556228740496,Geographic matching,2,NA,14.666666666666666,23,4
11696,17597,45.91664,-60.69363,Benacadie 4,17,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, Confirmed with Mott and Stoa, 1994",1510,1510,3
11702,17609,46.06677,-61.354865000000004,Hillsboro Site,NA,NA,NA,NA,NA,NA,NA
11706,17617,45.70486,-62.27347,Lismore Section,NA,NA,NA,NA,50,1400,4
11719,17644,47.27138,-61.71192,Ile d'Entree Site,NA,NA,NA,NA,NA,NA,NA
11728,17668,45.01266,-63.41798,East Milford Gypsum Quarry,NA,NA,NA,NA,NA,NA,NA
11736,17689,43.26191,-80.25924166666664,Spirea Wetland,0.3,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed Lake and area,-205.5,3180,9
11747,17711,55.33119,-105.05531500000001,Lake A,1,Neotoma,2,NA,-4042,-3294,3
11748,17713,55.430904999999996,-104.938605,West Naniskak Lake,9.242196632681152,Geographic matching,2,NA,-3854.5,-3840,3
11749,17715,55.047974999999994,-105.385195,Marl Pond,49.348773104659045,Geographic matching,2,NA,-10229,-10229,2
11925,18108,49.496404999999996,-116.905,NEL03,0.35,Neotoma,2,NA,-569.75,3460,7
11926,18110,43.87196,-64.92879500000001,Path Lake,23.4319275825588,Geographic matching,2,NA,1465.5,2900,7
11928,19323,66.34783999999999,-104.945735,TK-2 Lake,5.3,data/by_hand/all_lakes_andria/andrea_areas.csv,2,"Confirmed Site with publication and Google Earth, Changed area",1304.1666666666667,2525,7
11934,18127,49.469660000000005,-115.769585,Pyatts Lake,10.072225601551327,Geographic matching,2,NA,-172,1968,7
13288,19814,68.829105,-138.74448999999998,Trout Lake,86.14985263876892,Geographic matching,2,NA,-164.83333333333334,4830,7
13302,19842,45.719030000000004,-75.4417,Lac Brule,8.310506075149346,Geographic matching,2,NA,-611.5,-290,4
13304,19846,45.777015000000006,-75.13590500000001,Lac Noir,9.212043629299975,Geographic matching,2,NA,-55,470,4
13362,19967,44.735654999999994,-81.00255999999999,Mary Lake,14.096397425340314,Geographic matching,2,NA,2255,4320,5
13375,19993,49.49136,-117.645195,Cooley Lake,4.5,Neotoma,2,NA,1431.8,2432,6
13376,19995,53.64545,-121.50548,Gerry Lake,5.1,Neotoma,2,NA,980.7,1555,11
13477,20281,60.812585,-135.34124500000001,Dragonfly Lake,6,Neotoma,2,NA,1058.888888888889,1715,10
13479,20287,60.516075,-133.209055,Haircut Lake,7.37778815172372,Geographic matching,2,NA,1165.8333333333333,1922,7
13480,20289,60.073494999999994,-133.80601000000001,Marcella Lake,2.339197217296623,Geographic matching,2,NA,1602,2965,7
13482,20295,60.445535,-133.561605,Salmo Lake,2.5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Moved a bit.  Paper confirms location.  Measure,-468.3333333333333,2220,7
13572,20647,69.9,-95.07,Lake JR01,24,data/by_hand/all_lakes_andria/andrea_areas.csv,3,Approximate dimensions reported but site difficult to find.,-74.38888888888889,1260,19
13625,20609,52.11139,-119.30096499999999,Eleanor Lake,6.437588368370259,Geographic matching,2,NA,455.85714285714283,1635,22
13641,20643,52.089861111111105,-113.4425,Pine Lake,412.22424085974797,Geographic matching,2,NA,-275.53846153846155,87,14
13643,20649,71.344,-113.78145,Lake KR02 (unofficial name),0.79,Neotoma,2,NA,-196.4090909090909,1820,23
13644,20651,61.0195,-138.08800000000002,Upper Fly Lake,10.494511083184886,Geographic matching,2,NA,-91.35714285714286,4190,15
13645,20653,69.807,-112.077,Lake MB01,5.409028093763686,Geographic matching,2,NA,-160.88235294117646,1540,18
13657,20676,68.59049999999999,-91.888,Lake SL06,229,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed site with Peros and Gajewski 2008",-339.2,700,6
13682,20836,53.935385,-132.10562,Drizzle Bog,2.5,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Looks fine.,3.7642499999999997,990,41
13899,21319,48.710435000000004,-65.41279,Lac Triangle,1.5,Neotoma,2,NA,-391.75,2870,9
13910,21406,48.93859500000001,-64.59709000000001,Petit lac Bouchard,2,Neotoma,2,NA,-999,-999,3
13910,21389,48.93859500000001,-64.59709000000001,Petit lac Bouchard,2,Neotoma,2,NA,-1678.6666666666667,1060,9
13910,21404,48.93859500000001,-64.59709000000001,Petit lac Bouchard,2,Neotoma,2,NA,-999,-999,3
13975,21577,44.973845,-77.28929500000001,Stoll Lake,46.34190096469635,Geographic matching,2,NA,-15.387857142857143,170,15
13980,21600,44.8163888888889,-77.18251,Tawny Pond,2,Neotoma,2,NA,7.095882352941174,571,18
14031,21770,53.5316666666667,-132.973333333333,Hippa Lake,3.2,Neotoma,2,NA,-978.6,2760,6
14032,21772,50.60705,-127.26283,Misty Lake,34.222852275339456,Geographic matching,2,NA,-299,3220,7
14033,21774,50.5725,-127.0722,Port McNeill Bog,109,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, Confirmed in Lacourse and Davies, 2015",-114.57142857142857,2110,8
14039,21788,48.7827,-123.30328,Roe Lake,2.0068510886700524,Geographic matching,2,NA,-0.047619047619047616,3088,22
14039,26246,48.7827,-123.30328,Roe Lake,2.0068510886700524,Geographic matching,2,NA,10.666666666666666,27,13
14049,21810,52.214259999999996,-117.16168,Sunwapta Pass Bog 2,4,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,From thesis,NA,NA,NA
14051,21830,53.27892,-84.2054,Lake AT01,53.286691247704425,Geographic matching,2,NA,275.6818181818182,4100,23
14055,21822,52.21728,-117.19451000000001,Sunwapta Pass Bog 6,26,data/by_hand/all_lakes_andria/andrea_areas.csv,1,From Thesis,-1092,-1092,2
14056,21826,52.214259999999996,-117.181465,Sunwapta Pass Bog 1,2,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,From thesis.,-999,-999,2
14225,22244,47.581244999999996,-52.68972,Quidi Vidi Lake,45,Neotoma,2,NA,-4.726666666666667,32,21
14228,22247,47.57783,-52.733205,Long Pond,9.8,Neotoma,2,NA,NA,NA,NA
14229,22248,47.551615,-52.739245,Mundy Pond,9.6,Neotoma,2,NA,NA,NA,NA
14230,22249,47.572595,-52.685024999999996,Georges Pond,5.4,Neotoma,2,NA,NA,NA,NA
14232,22251,47.31322,-52.848335,Long Pond Witless Bay Line,32,Neotoma,2,NA,NA,NA,NA
14658,22998,68.356225,-138.85191,Dog Creek,NA,NA,NA,NA,NA,NA,NA
15828,24354,53.611475,-106.49524,North Flat Lake,12,Neotoma,2,NA,2065,2720,6
15871,24425,54.60476,-105.96330499999999,L03,11,Neotoma,2,NA,-528,-528,3
15962,24608,42.273975,-81.868955,Rondeau Bay (R34),203,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",-999,-999,2
16242,25186,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",2539,3890,3
16242,25209,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",3308,3308,2
16242,25188,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",1759,2128,3
16242,25190,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",-999,-999,2
16242,25147,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",-999,-999,2
16242,25192,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",3538,3538,2
16242,25207,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",-999,-999,2
16242,25268,46.647495,-53.600965,St. Shotts,79,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, confirmed with Irwin 1994",1919,2418,3
16329,25337,52.581140000000005,-63.539429999999996,Leaky Lake,213,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with King, 1986",-999,-999,2
16345,25378,52.293515,-62.117515,Battery Lake,217,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with King 1986",-999,-999,2
16350,25388,51.140905000000004,-69.286995,Pine Lake,NA,NA,NA,NA,1736,5012,3
16613,26313,48.799565,-123.66048,Quamichan Lake,313,Neotoma,2,NA,-0.058823529411764705,40,18
16614,26315,48.458595,-123.513045,Florence Lake,7,Neotoma,2,NA,4,4,13
16729,26606,49.66332,-93.72020499999999,Lake 239,56,Neotoma,2,NA,-805.6666666666666,1295,9
23680,40976,49.7887,-125.1271,Grant's Bog,296,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, Confirmed in Lacourse, et al. 2018",1558.5714285714287,2250,8
23858,41360,67.88576,-139.04244,Old Crow Flats (Core VIIIB),NA,NA,NA,NA,NA,NA,NA
23858,41359,67.88576,-139.04244,Old Crow Flats (Core VIIIB),NA,NA,NA,NA,NA,NA,NA
23861,41364,67.50741,-139.81579499999998,Old Crow Flats (Core XIV),NA,NA,NA,NA,NA,NA,NA
23864,41370,67.89308,-139.18133,Old Crow Flats (Core XVI),NA,NA,NA,NA,-999,-999,2
23865,41372,68.09803500000001,-140.40026,Old Crow Flats (Core XV),NA,NA,NA,NA,-999,-999,2
23866,41374,67.987,-139.24575,Old Crow Flats (Core VB),NA,NA,NA,NA,-999,-999,2
23879,41405,67.992525,-139.12034999999997,Old Crow Flats (Core VI),NA,NA,NA,NA,-3331,-3331,2
23879,41407,67.992525,-139.12034999999997,Old Crow Flats (Core VI),NA,NA,NA,NA,541,541,2
23893,41463,67.47897,-139.52022499999998,Old Crow Flats (Core IX),NA,NA,NA,NA,-5301,-5301,2
23893,41443,67.47897,-139.52022499999998,Old Crow Flats (Core IX),NA,NA,NA,NA,-9956,-9956,2
23905,41472,67.96677,-139.31885,Old Crow Flats (Core IVB),NA,NA,NA,NA,NA,NA,NA
23912,41486,67.82818,-140.048505,Old Crow Flats (Core TB),NA,NA,NA,NA,NA,NA,NA
23913,41487,67.514265,-139.60449,Old Crow Flats (Core IXE),NA,NA,NA,NA,NA,NA,NA
23916,41495,67.45476,-139.641885,Old Crow Flats (Core BB),NA,NA,NA,NA,10056,10056,2
23917,41497,68.10826,-140.85656,Old Crow Flats (Core CB),NA,NA,NA,NA,-456.5,7415,5
23918,41499,67.93275,-140.82609000000002,Old Crow Flats (Core KE),NA,NA,NA,NA,-231.5,5655,5
23932,41585,58.455925,-124.467245,BC2,222,data/by_hand/claire_data/dataset_1.5.shp,3,"Location in pub is not right, gives area",-10678,-10678,5
23940,41606,58.497,-124.652,Sunset Lake,139,data/by_hand/claire_data/dataset_1.5.shp,3,"Location in pub is not right, gives area",-594.5,2270,5
23942,41612,58.578500000000005,-124.5495,Dead Spruce Lake,235,data/by_hand/claire_data/dataset_1.5.shp,3,"Location in pub is not right, gives area",4299,5350,3
24070,41864,61.24441,-136.929375,Lake WA01,NA,NA,NA,NA,255.8918918918919,2210,38
24132,42161,59.41115,-97.489955,Unit Lake,NA,NA,NA,NA,417.8235294117647,2235,18
24236,42655,52.091542,-131.21229400000001,SGang Gwaay Pond,NA,NA,NA,NA,892,1144,3
24237,42663,48.5756188888889,-55.415679999999995,Northwest Gander River,NA,NA,NA,NA,-5119.5,-1240,3
24243,42675,52.5416666666667,-131.791666666667,West Side Pond,NA,NA,NA,NA,1621.6666666666667,3290,7
24244,42677,53.87,-131.3,Dogfish Bank,NA,NA,NA,NA,-110,600,4
24245,42679,47.629055,-55.507565,Pool's Cove Pond,NA,NA,NA,NA,4874.5,8339,3
24267,42712,47.921715,-55.572665,Moose Pond,NA,NA,NA,NA,5019.5,8699,3
24269,42722,48.24774,-55.493584999999996,Conne River,NA,NA,NA,NA,5666,8562,3
24278,42745,61.078590000000005,-138.373465,Keyhold Pond,NA,NA,NA,NA,5374.5,5719,3
8,8,33.956389,-119.976667,Abalone Rocks Marsh,2.7,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Moved into the marsh proper based on pictures and aerial imagery,423.3333333333333,1380,13
18,3772,29.6,-97.516944,South Soefje Bog,NA,NA,NA,NA,7980,7980,2
29,29,44.8036,-94.55789999999999,Lake Allie,203.79999999999998,Geographic matching,2,NA,-999,-999,2
30,30,46.206111,-95.293611,Almora Lake,16.2,Geographic matching,2,NA,1440,2600,6
196,3131,46.186930000000004,-89.702685,Hell's Kitchen Lake,3,Geographic matching,2,NA,514,663,5
197,3473,46.25,-89.9,Lake Mary,68,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",3086.6666666666665,4890,4
202,202,46.416667,-92.716667,Anderson Lake,185,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Wright, 1969",450,450,2
203,203,36.03015,-85.50131999999999,Anderson Pond,19,Geographic matching,2,NA,2502.6,6240,11
203,15088,36.03015,-85.50131999999999,Anderson Pond,19,Geographic matching,2,NA,1736.25,11935,13
204,204,45.725,-93.25,Andree Bog,258.9,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Assumed correct location. Area from Cushing 1964,1200,1200,2
205,205,46.7,-85.040278,Andrus Lake,13.4,Geographic matching,2,NA,-10.636363636363637,-2,12
207,208,67.133333,-153.9,Angal Lake,222,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed site and area with Brubaker, Garfinkel, and Edwards, 1982",4578.333333333333,6540,4
209,210,43.5,-105.45,Antelope Playa,198,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, dried up lake bed, confirmed with Markgraf and Lennon 1986",4340,5130,4
213,214,39.495,-95.526667,Arrington Marsh,99,data/by_hand/claire_data/dataset_1.5.shp,1,"Marsh, confirmed with Gruger, 1973",8620,8620,2
221,223,47.123935,-95.397205,Bad Medicine Lake,302,Neotoma,2,NA,-999,-999,2
226,228,37.195833,-119.260278,Balsam Meadow,NA,NA,NA,NA,1570,3260,7
229,232,30.622222,-83.253889,Barchampe Lake,5.689423,Geographic matching,2,NA,2442,6250,4
231,234,37.595833,-119.008333,Barrett Lake,61,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",2346,4090,6
234,237,44.47,-70.05,Basin Pond,103,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, Confirmed with Google Earth",244.28571428571428,484,8
236,239,45.8,-122.491667,Battle Ground Lake,11,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Moved a bit.  Confirmed on map.,1445,2900,15
237,240,41.143889,-81.328611,Battaglia Bog,64,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, Confirmed site with Shane 1975",2755,3580,3
238,241,46.128056,-93.703889,Black Bass Lake,13.4,Geographic matching,2,NA,-999,-999,2
243,246,44.178611,-107.259722,Beaver Lake,69,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Bender, et al. 1977",9913,9913,2
244,3060,37.3666666666667,-110.866666666667,Bechan Cave,NA,NA,NA,NA,3714.25,6634,5
244,247,37.3666666666667,-110.866666666667,Bechan Cave,NA,NA,NA,NA,497.9166666666667,1406,13
245,3062,45.425,-93.183333,Beckman Lake,9.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area",124,124,2
245,249,45.425,-93.183333,Beckman Lake,9.5,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed site with Google Earth, changed area",-999,-999,2
246,250,37.473105000000004,-108.160375,Beef Pasture,297,data/by_hand/claire_data/dataset_1.5.shp,2,"Meadow, confirmed with Petersen 1994",556.6666666666666,1140,10
246,25551,37.473105000000004,-108.160375,Beef Pasture,297,data/by_hand/claire_data/dataset_1.5.shp,2,"Meadow, confirmed with Petersen 1994",137.8125,328,17
249,254,42.25,-77.916667,Belmont Bog,30,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,3,"Confirmed area with pub (Spear et al 1976), could not confirm site",1795,5385,8
254,260,42.5,-73.316667,Berry Pond,3.9,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Confirmed location and area: Whitehead 1979,1394.4444444444443,2980,10
265,271,40.855556,-90.88,Biggsville [Cessford Quarry],13,data/by_hand/claire_data/dataset_1.5.shp,3,Confirmed with publication,1292,2540,6
266,272,47.559174999999996,-94.970775,Big John Pond,1.9,Geographic matching,2,NA,1113.6666666666667,1990,4
268,274,39.766667,-78.55,Big Pond,11,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",3666.6666666666665,6200,4
269,275,46.270579999999995,-94.55155500000001,Billy's Lake,2.7,Geographic matching,2,NA,1655.6666666666667,3780,7
272,278,35.620833,-84.186667,Black Pond,1.3,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed pond and area: Delcourt et al 1986,1286,2410,3
273,279,44.956109999999995,-110.60070999999999,Blacktail Pond,7.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed Lake and Area,3931.6666666666665,5530,4
273,20308,44.956109999999995,-110.60070999999999,Blacktail Pond,7.2,data/by_hand/all_lakes_andria/andrea_areas.csv,2,Confirmed Lake and Area,715,1490,9
274,280,47.133333,-93.666667,Blandin Pond,23,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Alwin, 1982",132,132,2
275,281,33.563333,-88.474444,BL-Tombigbee,86,data/by_hand/claire_data/dataset_1.5.shp,2,Confirmed with publication,1953,6080,6
276,282,46.503333,-92.573333,Blackhoof Site,NA,NA,NA,NA,630,630,2
281,287,43.083333,-89.866667,Blue Mounds Creek,186,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, Confirmed site with Davis, 1977",2097,4135,6
289,295,34.323611,-84.868056,Bob Black Pond,33,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Watts, 1969",9400,9400,2
290,296,46.633611,-92.614722,Bob Lake,30.8,Geographic matching,2,NA,85,85,2
291,297,47.17548,-95.16745499999999,Bog A Pond,0.8,Geographic matching,2,NA,NA,NA,NA
292,298,47.177499999999995,-95.16267500000001,Bog D Pond,27,data/by_hand/claire_data/dataset_1.5.shp,2,Confirmed with pub,2140,4630,5
295,3067,38.111944,-93.366944,Boney Spring,NA,NA,NA,NA,2620,3710,5
298,304,30.36,-97.126111,Boriack Bog,74,data/by_hand/claire_data/dataset_1.5.shp,3,"Unable to confirm exact location, area given in pub",3865,5880,5
299,305,44.296475,-93.73571000000001,Bossuot Lake,40.1,Geographic matching,2,NA,157.5,200,3
302,308,45.566667,-70.675,Boundary Pond,175,data/by_hand/claire_data/dataset_1.5.shp,1,"Lacustrine, confirmed with Google Earth",3400,5480,4
303,309,43.916667,-74.683333,Brandreth Bog,263,data/by_hand/claire_data/dataset_1.5.shp,1,"Bog, Confirmed with Overpeck 1985",2072,3310,6
306,313,45.783333,-89.483333,Brown Lake,37,Neotoma,2,NA,11.2,34,11
307,314,44.95769,-93.545105,"Brown's Bay, Lake Minnetonka",5573,Geographic matching,2,NA,17,37,12
308,315,40.680556,-82.0625,Brown Lake,133,data/by_hand/claire_data/dataset_1.5.shp,2,"Lacustrine, confirmed with Google Erath",5569.666666666667,9029,4
309,316,38.154722,-79.616389,Browns Pond,0.1,data/by_hand/all_lakes_andria/andrea_areas.csv,1,Confirmed pond and area: Kneller and Peteet 1993,3426,7730,6
311,318,44.298611,-110.260556,Buckbean Fen,47.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Confirmed location with publication, changed area",1642.857142857143,2920,8
312,319,27.234444,-81.332222,Buck Lake,4.1000000000000005,Geographic matching,2,NA,2756.6666666666665,5750,4
314,321,40.797222,-82.933333,Bucyrus Bog,80,data/by_hand/claire_data/dataset_1.5.shp,2,"Bog, only a portion of what was reported in Sears, 1930 still exists",1586.6666666666667,1860,4
317,324,42.603790000000004,-73.561755,Burden Lake,42,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,2,"Confirmed site with Google Earth, changed area",748.1818181818181,1190,12
318,325,47.924167,-91.994722,Burntside Lake,2918.142139,Geographic matching,2,NA,174,174,2
321,328,33.5,-86.533333,Cahaba Pond,0.2,data/by_hand/all_lakes_andria/andrea_areas.csv,1,"Moved a bit based on map, area confirmed & based on paper.",-14.615384615384615,2760,14
324,331,30.266667,-85.016667,Camel Lake,35,data/by_hand/dataset_2017-11-15/dataset_2017-11-15.shp,1,"Confirmed site with Google Earth, changed area",3512.222222222222,15020,10
325,332,46.666667,-88.016667,Camp 11 Lake,1.5,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Confirmed lake and area: Brubaker 1975,-87.91666666666667,1875,13
326,333,45.986111,-89.375,Camp 12 Lake,35,data/by_hand/all_lakes_andria/all_lakes_andria.shp,1,Site description: lage. Area: Kingston et al 1990,-7.615384615384615,-3,14
327,334,44.70722,-93.497645,Campbell Lake,21.7,Geographic matching,2,NA,115,115,2
