SiteID,site.name,long,lat,state,GNIS_NAME,GNIS_ID,AREASQKM,dist_match,data_source,AREAHA
10482,Tule Lake,-123.03548,39.489633333333344,CA,Tule Lake,00236601,0.009,297.7887025382089,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,0.8999999999999999
10483,Grass Lake,-122.16714999999999,41.64960000000001,CA,Grass Lake,00260790,3.425,357.8214070022901,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,342.5
10501,Los Penasquitos Lagoon,-117.25287,32.931121111111096,CA,Los Penasquitos Marsh,01702486,1.3107466,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,131.07466000000002
10509,Awl Site midden,-116.633333333333,35.5166666666667,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10509,Awl Site midden,-116.633333333333,35.5166666666667,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10509,Awl Site midden,-116.633333333333,35.5166666666667,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10509,Awl Site midden,-116.633333333333,35.5166666666667,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10510,Nelson Basin midden,-116.733333333333,35.35,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10510,Nelson Basin midden,-116.733333333333,35.35,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10510,Nelson Basin midden,-116.733333333333,35.35,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10510,Nelson Basin midden,-116.733333333333,35.35,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10510,Nelson Basin midden,-116.733333333333,35.35,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10510,Nelson Basin midden,-116.733333333333,35.35,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10510,Nelson Basin midden,-116.733333333333,35.35,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10512,No Name East midden,-116.566666666667,35.4333333333333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10512,No Name East midden,-116.566666666667,35.4333333333333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10512,No Name East midden,-116.566666666667,35.4333333333333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10513,No Name West midden,-116.566666666667,35.4333333333333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10513,No Name West midden,-116.566666666667,35.4333333333333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10513,No Name West midden,-116.566666666667,35.4333333333333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10513,No Name West midden,-116.566666666667,35.4333333333333,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10514,Diamond Valley,-116.9944,33.67965,CA,Diamond Valley Lake,02358949,16.43402348,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,1643.402348
10519,Benicia State Park,-122.1930555555555,38.07347222222225,CA,NA,NA,0.809,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,80.9
10520,China Camp,-122.49333333333351,38.0075,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
10522,Mountain Lake,-122.470765,37.78826,CA,Mountain Lake,00229186,0.015,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,1.5
11950,Mud Pond,-120.586555,34.787665000000004,CA,NA,NA,0.035,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,3.5000000000000004
13488,Fish Lake,-123.68312,41.26396,CA,Fish Lake,00260155,0.09918992,94.64282001862998,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,9.918992
13575,Ogaromtoc Lake,-123.541235,41.486104999999995,CA,Ogaromtoc Lake,00264307,0.015,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,1.5
13658,Patterson Lake,-120.2205,41.382000000000005,CA,Patterson Lake,00230410,0.085,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,8.5
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
14071,ODP Hole 893A,-120.06134499999999,34.27818,CA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_California_Shape.zip,NA
246,Beef Pasture,-108.15,37.416667,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
339,Cascade Fen,-107.8,37.483333,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
486,Columbine Ranch Fen,-107.808333,37.6125,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
494,Copley Lake,-107.0825,38.872222,CO,Copley Lake,00186674,0.02868528,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,2.868528
501,Cottonwood Pass Pond,-106.410278,38.828611,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
699,Dome Creek Meadow,-107.050833,40.024167,CO,NA,NA,0.123,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,12.3
771,Eldora Fen,-105.58,39.936667,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
1118,Keystone Ironbog,-107.033333,38.865,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
1705,Molas Lake,-107.683611,37.745833,CO,Molas Lake,00187760,0.095,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,9.5
1706,Molas Pass Bog,-107.6975,37.737778,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
1976,Redrock Lake,-105.541667,40.083333,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
2241,Sagehen Marsh,-108.503889,37.473889,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
2241,Sagehen Marsh,-108.503889,37.473889,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
2241,Sagehen Marsh,-108.503889,37.473889,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
2503,Splains Gulch,-107.068889,38.832778,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
2504,Splains Lake,-107.077778,38.8325,CO,NA,NA,0.02793283,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,2.7932829999999997
2785,Twin Lakes,-108.1025,37.469444,CO,NA,NA,NA,490.60923041299964,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
2955,Head Lake,-105.5,37.7,CO,NA,NA,NA,20.62779072912501,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
2957,Como Lake,-105.5,37.55,CO,NA,NA,NA,197.6342366621615,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
9878,San Luis Lake,-105.724665,37.67773,CO,San Luis Lake,00192622,3.229,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,322.90000000000003
10061,Lake Emma,-107.61537,37.902105,CO,Lake Emma,00187388,0.035,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,3.5000000000000004
10107,Lost Park,-105.53829999999999,39.2949,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
10158,Devlins Park,-105.55687499999999,40.000910000000005,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
10531,Black Mountain Lake,-107.23536,37.846819999999994,CO,Black Mountain Lake,00186992,0.031,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,3.1
10532,Sky Pond,-105.66917000000001,40.277895,CO,Sky Pond,00177860,0.041,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,4.1000000000000005
11617,Cumbres Bog,-106.45052,37.021744999999996,CO,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,NA
13486,Hunters Lake,-106.843695,37.611035,CO,Hunter Reservoir,00199939,0.035,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,3.5000000000000004
13628,Bison Lake,-107.34582499999999,39.765005,CO,Bison Lake,00173837,0.196,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Colorado_Shape.zip,19.6
558,Mohawk Pond,-73.292685,41.81115,CT,Mohawk Pond,00208983,0.06945223,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Connecticut_Shape.zip,6.945223
2194,Rogers Lake,-72.29915,41.3525,CT,Rogers Lake,00210284,1.13059598,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Connecticut_Shape.zip,113.05959800000001
9708,Linsley Pond,-72.784335,41.317115,CT,Linsley Pond,00208490,0.093,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Connecticut_Shape.zip,9.3
NA,NA,NA,NA,Delaware_NoSites,NA,NA,NA,NA,NA,NA
229,Barchampe Lake,-83.253889,30.622222,FL,Lake Alcyone,00277732,0.05689423,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,5.689423
312,Buck Lake,-81.332222,27.234444,FL,NA,NA,0.041,206.6974523105264,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,4.1000000000000005
324,Camel Lake,-85.016667,30.266667,FL,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,NA
961,"Water Conservation Area 3B, Gumbo Limbo Dry Head",-80.505556,25.773889,FL,The Everglades,00307628,288.1296982,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,28812.969820000002
962,"Water Conservation Area 3B, Gumbo Limbo Far Tail",-80.505556,25.774722,FL,The Everglades,00307628,288.1296982,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,28812.969820000002
963,"Water Conservation Area 3B, Gumbo Limbo Marsh",-80.511111,25.778889,FL,The Everglades,00307628,288.1296982,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,28812.969820000002
964,"Water Conservation Area 3B, Gumbo Limbo Near Tail",-80.561389,25.886944,FL,The Everglades,00307628,288.1296982,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,28812.969820000002
965,"Water Conservation Area 3B, Gumbo Limbo Wet Head",-80.506389,25.773611,FL,The Everglades,00307628,288.1296982,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,28812.969820000002
1555,Lake Hall,-84.249167,30.521944,FL,Lake Hall,00283627,0.72361684,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,72.361684
1597,Lake Annie,-81.416667,27.2,FL,NA,NA,0.00715102,87.93536202246597,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,0.715102
1619,Loxahatchee National Wildlife Refuge Site 1 (EPA Site 7),-80.415556,26.481111,FL,The Everglades,00307628,558.09267671,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,55809.267670999994
1718,Mud Creek Site 1,-80.604722,25.219722,FL,NA,NA,1.682176,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,168.21759999999998
1719,Mud Lake (US:Florida),-81.866667,29.3,FL,Mud Lake,00306084,1.858,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,185.8
1760,"Water Conservation Area 3B, Nuthouse Far Tail",-80.556667,25.885556,FL,The Everglades,00307628,288.1296982,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,28812.969820000002
1761,"Water Conservation Area 3B, Nuthouse Head",-80.5125,25.889167,FL,The Everglades,00307628,288.1296982,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,28812.969820000002
2269,Scott Lake,-81.95,27.966667,FL,Scott Lake,00290763,1.01433645,277.44840195539774,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,101.43364500000001
2540,Taylor Creek Site 2,-80.643889,25.205556,FL,NA,NA,0.092,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,9.2
2540,Taylor Creek Site 2,-80.643889,25.205556,FL,NA,NA,0.092,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,9.2
2542,Taylor Slough Site 15,-80.687222,25.201944,FL,The Everglades,00307628,2395.53713233,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,239553.71323300002
2543,Taylor Slough Site 7,-80.646389,25.287222,FL,Taylor Slough,00294588,2.204,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,220.4
2570,Lake Tulane,-81.503395,27.586129999999997,FL,Lake Tulane,00292502,0.356,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,35.6
2570,Lake Tulane,-81.503395,27.586129999999997,FL,Lake Tulane,00292502,0.356,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,35.6
2846,"Water Conservation Area 2A, Site 2 (Site F1)",-80.370556,26.359722,FL,The Everglades,00307628,420.49467301,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,42049.467301
2847,"Water Conservation Area 2A, Site 3 (Site U3)",-80.411389,26.2875,FL,The Everglades,00307628,420.49467301,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,42049.467301
2848,"Water Conservation Area 3A, Site 4 (CA315 (AAS))",-80.6688,25.974,FL,The Everglades,00307628,1365.55123891,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,136555.123891
5192,Little Salt Spring,-82.23333333333333,27.075,FL,Little Salt Spring,00285805,0.008,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,0.8
5192,Little Salt Spring,-82.23333333333333,27.075,FL,Little Salt Spring,00285805,0.008,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,0.8
5192,Little Salt Spring,-82.23333333333333,27.075,FL,Little Salt Spring,00285805,0.008,0,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,0.8
6505,Northeast Shark River Slough,-80.58386,25.74642,FL,The Everglades,00307628,2395.53713233,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,239553.71323300002
10197,Ridge and Slough (02-05-20-13),-80.7375,26.102,FL,The Everglades,00307628,1365.55123891,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,136555.123891
10200,Ridge and Slough (02-05-20-14),-80.73599999999999,26.1025,FL,The Everglades,00307628,1365.55123891,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,136555.123891
10201,Ridge and Slough (02-05-21-2),-80.768,25.8285,FL,The Everglades,00307628,1365.55123891,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,136555.123891
10202,Ridge and Slough (02-05-21-4),-80.7675,25.829,FL,The Everglades,00307628,1365.55123891,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,136555.123891
10203,Ridge and Slough (02-05-21-5),-80.7675,25.829,FL,The Everglades,00307628,1365.55123891,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,136555.123891
10255,Ochlockonee River Estuary,-84.4625,30.0045,FL,NA,NA,0.74007325,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,74.00732500000001
10304,Big Cypress (core 03-9-16-3),-80.873,25.704500000000003,FL,The Everglades,00307628,2395.53713233,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,239553.71323300002
10305,Big Cypress (core 03-9-16-6),-80.87,25.695,FL,The Everglades,00307628,2395.53713233,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,239553.71323300002
10436,SRM-1,-81.1144444444444,25.3527777777778,FL,NA,NA,0.377,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,37.7
11616,Fakahatchee Strand Preserve State Park,-81.45089999999999,25.9604,FL,NA,NA,351.10353855,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Florida_Shape.zip,35110.353855
9,Adange,41.333333,43.305556,GA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Georgia_Shape.zip,NA
200,Amtkel,41.308333,43.268056,GA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Georgia_Shape.zip,NA
831,Gagra,40.266667,43.283333,GA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Georgia_Shape.zip,NA
2974,Amtkel 1,41.291667,43.283333,GA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Georgia_Shape.zip,NA
2975,Amtkel 2,41.284167,43.291667,GA,NA,NA,NA,NA,http://prd-tnm.s3-website-us-west-2.amazonaws.com/StagedProducts/Hydrography/NHD/State/HighResolution/Shape/NHD_H_Georgia_Shape.zip,NA
